OTS	OTQ
"ne nu'u̱ bi mani dra ts'okat'o̱t'amfeni nuni Michoacán, Xalisco, Culhuacan ne nuni neje Pánuco, ne nuni Oaxaca, Tehuantepec ne Guatemala, ne nuua ra r'ayo majyati, nub'u̱ bri t'o̱t'a ra mabagi pa dra uadi dra t'o̱t'a nu'a ra ts'okat'o̱t'amfeni inda tsogije se̱je̱."	"ne nu'u̱ bi mani ra ts'okat'o̱t'amfeni nuni Michoacán, Xalisco, Culhuacan ne nuni neje Pánuco, ne nuni Oaxaca, Tehuantepec ne Guatemala, ne nuwa ra r'ayo majyati, nub'u̱ bri t'o̱t'a ra mabagi pa ra uadi ra t'o̱t'a nu'a ra ts'okat'o̱t'amfeni nda tsogije se̱je̱."
"nejege'a ra ngätsi. mi jä ya mpe̱fi dega mabagi,ya nkjom'a te ne ya fu̱nbo̱kja, inte ma mahuai mi jä ni ge'a ya bu'bai."	"ne jege'a ra ngätsi. mi jä ya mpefi dega mabagi, ya nkjom'a te ne ya funbokja, inte ma mahuai mi jä ni ge'a ya bu'bai."
njabu̱ bi bo̱nga dega xui. mra ngo nub'u̱ ra Tecuílhuitl bi bo̱nga: nub'u̱ bi kja ya du ja ra r'ani ra deje ya u̱erna.	ñabü bi mbonga dega xui. mra ngo nub'ü ra Tecuílhuitl bi mbonga: nub'ü bi hña ya tu ja ra rani ra teje ya üerna.
"nub'u̱ bi tjandi ra Tzihuacpopoca, bi t'ena:"	"nub'ü bi txandi ra Tzihuacpopoca, bi t'ena:"
"nub'u̱ ya ñämfo̱ bi jandi ge xa ñ'eje nubu̱ da tsu̱di, ge mi tekuabi ra nest'iji, m'estjo bi munts'i bi miji ya mahuai."	"nub'ú ya ñämfo̱ bi xandi ge xa ñ'ethe nubu̱ da tsu̱di, ge mi tekuabi ra nest'iji, m'estho bi munts'i bi miji ya mahuai."
"nuna kjä'i inbi tsa bi tjädi makjuäni nu'a ra nt'ani. ingra nge'a nuya pa bi jneki n'a ra jyoya jä'i ra macehual (hombre de pueblo),"	nuna kää'i inbi tsa bi tädi makyuäni nu'a ra nt'ani. ingra nge'a nuya pa bi jneki n'a ra yoya jä'i ra masehual.
"nuna nte̱nga b'ede ja bri jat'i ra Tzihuacpopocatzin, bi o̱t'e da tjogi ge'a ra ts'e̱y'e̱jmu. inbi bo̱nga nuna nt'o̱t'e bi tsu̱diju̱ ko ma r'a ya b'e̱jni. ma ra ya ñ'ete inbi jopi da kju̱ man'aki ra ñ'u nuya ts'okate. pe nuya inbi joki ra b'ai."	"nuna nte̱nga b'ede ha bri hat'i ra Tzihuacpopocatzin, bi o̱t'e da jogi ge'a ra ts'e̱y'e̱jmu. inbi bo̱nga nuna nt'o̱t'e bi tsu̱diju̱ ko ma r'a ya b'e̱xni. ma ra ya ñ'ete inbi jopi da kju̱ man'aki ra ñ'u nuya ts'okate. pe nuya inbi joki ra b'ai."
"nuua di udije ra jñäpi bi nto̱t'e bi nkja ra agosto ra kje̱ya 1595, n'a ra kjä'i mra tjuju ra miguel Hernández, ra me Chiyauhtzinco,"	"nuä di uthije ra ñäpi bi nt'ot'e bi nkä ra agosto ra k'ei 1595, n'a ra k'äi mra t'utu ra miguel Hernández, ra me Chiyauhtzinco,"
nuya bo̱najmu ya mem'onda ñätsi bi ñäui ra Cihuacóatl Tlacotzin m'estjo bi tjädi:	nuya mbonañu ya me̱monda ñäts'i bi ñäwi ra Cihuacóatl Tlacotzin m'estho bi t'edi:
ra Tlacatécatl mra me Cuauhtitlan ne ra bktri ra mbot'a ngu bri kjapi ya tsat'yo bi zi.	ra Tlacatécatl mra me Cuauhtitlan ne ra bukuthri ra mbotha go hñäki ya tsatho bi zi.
ra doy'e̱ pajni xki njom'i ko ya chalchihuite.	ra doye̱ pahni xki ñomi ko ya chalchihuite.
"ra mu̱di ra Cuauhtémoc, ra jmu ra bondo, ra nyojo ra tlatsotzin, ra Cihuacóatl ra njñu ra oquiztzin, ra bo̱najmu ja ra nini ra aztsapotzaltso Mexicapan, ra ngojo ra panitzin, ra bo̱najmu nuni ra Ecatepec,"	"ra mudi ra Cuauhtémoc, ra hñu ra bondo, ra ñoju ra tlatsotzin, ra Cihuacóatl ra ññu ra oquiztzin, ra boñahñu ja ra nini ra aztsapotzaltso Mexicapan, ra ñoju ra panitzin, ra boñahñu nuni ra Ecatepec,"
"ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra tjuju ra Huixtocihuatl"	"rra mudi rra pa mi othi rra ngo rra mäkime rra u, rra t'ot'u rra Huixtocihuatl"
ra nge'a bi mu̱ni ko ra mahuai ja ra xu̱tja nu'a to'o bi umbabi ra kji.	ra nge'a bi muni ko ra mahoi ya ra xutha nu'a to'o bi umbabi ra kji.
"ra nyojo, bi tjo ra ndä ra Nauhtla, mra tjuju ra Cohualpopocatzin."	"rra ñotho, bi tho rra nda rra Nauhtla, mra thuthu rra Xohualpopocatzin."
"unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi kjapi da ntso̱m'i nuya macehualtin, nkjabu̱ mi tjutuabi ya kjä'i mi b'u̱i te ma za"	"ʉnga ya ngʉnda te ra ts'ombʉi mi bʉ'i ne mi kapi da ntsomb'i nuya masehualtin, nkabʉ mi tʃʉtʉabi ya kä'i mi bʉi te ma za"
"xib'u̱ bri fádi ge nuya je mi kja nuni ra Cuauhchichilco, ja Xaltocan; ge mi pttsi ya ndá."	"xib’ö bri fádi ge nuya hñäki migi kja nuni ra Cuauhchichilco, ja Xaltocan; ge migi ptsyë ya nda."
"xki mbo̱ni nubu̱ ra jyodi ra Cuehuecatitlan,"	"xki mboni nubu ra yodi ra Cuehuecatitlan,"
"xki tjete ra ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya je dega dänga ndä bi mu̱di da jäni ra joga ts'ofo ya evangelio,"	Xki tjete ra ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya hñe thega dänga ndä bi mu̱di da jäni ra hoga ts'ofo ya evangelio.
"ya dänga ñu̱ni nsafi, ya nsafi, ya mahuai, jangu nu'u̱ gatjo xki tagi mbo ja ra jñe."	"ya dänga ñu̱ni nsafi, ya nsafi, ya mahuai, hangu nu'u̱ gatjo xki tagi mbo ja ra jñe."
"bi o̱tuabi nu'a ra makja xki nk'ojni mra tjuju ra alonso ruiz, ge mi y'o nuni juamuxtitan (Huamuxtitlan) nuni ra jyodi guerrero."	"bi o̱tuabi nu'a ra makxa xki nk'ojni mra t'ot'u ra alonso ruiz, ge mi y'o nuni juamuxtitan (Huamuxtitlan) nuni ra hñudi guerrero."
"di pädi xajño nuna b'e̱fi neje yojo to'o di pädi da mpe̱fi da y'este nuya joga do majye̱gi ya xito, mra tjuju ra ambetz'ihuay."	"di pädi xañu nuna b'efi neje yojo to'o di pädi da mpefi da yeste nuya hoga do majyegi ya xito, mra tjuju ra ambetz'ihuay."
"dra tjoki ra nto̱de, ra ketzal dra b'e̱ nuni Coyohuacan."	"Dra tsoki ra nt'ode, ra k'etsal dra b'e nu̱ni Coyohuacan."
e mi r'ani dega xui ra Cihuacóatl g'ea mi zoni ne mı mafi.	e mi rani thega xui ra Cihuacóatl gea mi zoni ne mi mafi.
"ebu̱ bi gäi jabu̱ mi to̱ge ebu̱ bi yopa ma ja ra jnini ra Cuetaxtlan,"	"hñä bi gäi hñabu mi tho̱ge hñä bi yopa ma ja ra nxuni ra Cuetaxtlan,"
"ge'a ra mu̱di ra tjuju ra Hernando, ra nge'a nkjabu̱ mra tjuju ra takjä ra Cortés neje nkjabu̱ mra tjuju ra ndä Católico ne ra ku ra Cohuanacotzin bi tjutuabi ra Pedro po ra Pedro Alvarado ra nge'a ra takjä,"	"ge’a ra mudi ra t’ut’u ra Hernando, ra nge’a nkjabu mra t’ut’u ra takxä ra Cortés neje nkjabu mra t’ut’u ra nda Católico ne ra ku ra Cohuanacotzin bi t’ut’ubi ra Pedro po ra Pedro Alvarado ra nge’a ra takxä,"
"ma n'a mi b'ai nuni teotletso, jabu̱ ra ñ'u̱ pa manjuäntjo pa da zo̱ni nuni ra peñón (Tepetzinco)."	"ma n'a mi b'ai nuni teotletso, hñäbu ra ñ'u̱ pa manxuänt'o pa da zo̱ni nuni ra peñón (Tepetzinco)."
"mi tso̱jo̱ getbu̱ ra fu̱nga t'o̱jo̱, jabu̱ mi tjutuabi ""takjón ra nxu̱ni, nkjabu̱ bi jutuabi ya ndeznä ya b'e̱jnanoya bi pe̱jni ra ts'e̱y'e̱jmu, mi gu̱t'a ra ñ'u ra Tzihuacpopocatzin, bi bo̱nga ja ra ñ'u."	"mi tso̱ho̱ gethe̱bu̱ ra fu̱hnga t'o̱ho̱, hñabu̱ mi thothoabi ""takyon ra ñ'u̱ni, nthñabu̱ bi huthoabi ya ndeznä ya b'e̱hnaño ya bi pe̱hni ra ts'e̱y'e̱hmu, mi gu̱t'a ra ñ'u ra Tzihuacpopocatzin, bi bo̱nga ha ra ñ'u."
mra ku ra Cacamatzin mra bo̱najmu nuni Tetzcoco mri ñ'oui va kjä'i mi y'o mpaja.	mra ku ra Cacamatzin mra bonajmu nuni Tetzcoco mri ñ'oi va kä'i mi y'o mpaha.
"n'a ra nto̱de dega chalchihuite, xi m'et'e dega ze̱ka do, neje mi pe̱tsi n'a ra tsant'i de ga k'astabokja."	"n'a ra nt'ot'e thega chalchihuite, xi m'et'e thega ze̱ka do, neje mi pe̱tsi n'a ra tsant'i thega k'astabokja."
ne nduntji ya ambetz'ihuay ne mar'a joga do mi pe̱tsi ra mu'ui:	ne nt'unt'i ya ambäts'ihüi ne mar'a hoga do mi pëti ra mïhï:
neje n'a ya tje̱stji dega mboťahuaido.	ñehe ña ya tʸestʸi dega mbo̱tʸahoaido.
"nuna bi o̱t'a ra ntso̱m'i ra nge'a neje nuya ya b'e̱datsi bi tsini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nsofo pa ra ixtlilxóchitl da gu̱ka ya kjä'i ge mi zu ya jyodi, nkjabu̱ mi pe̱jna akjuä da t'o̱t'e."	"nuna bi o̱t'a ra ntsömi ra nge'a neje nuya ya b'ëdatsi bi ts'ini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nzofu pa ra ixtlilxóchitl da guka ya kjä'i ge mi zu ya yodi, nkjabu mi pëjna akjuä da t'ot'e."
"nuna nt'o̱t'e bi ntjandi xa nts'ogi njabu̱ bri tjutuabi, bi ena ge mra nzu̱te ko ma m'u̱jai ra nzu̱te ne mi tjutsuabi ko ya mpe̱bi dega mabagì, jabu̱ jmä ge n'a di ge'u̱ bi y'e̱nga n'a ra do, ko nge'a bi jyo, nu'u̱ mar'a ya b'e̱go ge mä ge nu'u̱ se̱je̱ ya ñämfo̱ bi jyo bi mu̱tu'a n'a ra mahuai ja ri ngati bi mu̱tuabi n'a ra nzu̱ni."	"nuna nt’ot’e bi nt’andi xa nts’ogi njabu bri txutuabi, bi ena ge mra nzute ko ma m’ujai ra nzute ne mi txutsuabi ko ya mpefi dega mabagì, jabu jmä ge n’a di ge’u bi y’enga n’a ra do, ko nge’a bi hño, nu’u mar’a ya b’ego ge mä ge nu’u seje ya ñämfo bi hño bi mutu’a n’a ra mahuai ja ri ngati bi mutuabi n’a ra nzuni."
"ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra tsortés nuni Coyoacan, nu'u̱ to'o mi pädi yojo ya jñäki ngu'a ra jerónimo aguilar ra malintzin."	"ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra tsortés nuni Coyoacan, nu'u̱ to'o mi pädi yojo ya jñäki ngu'a ra jerónimo aguilar ra malintzin."
t'ena ge ya macehual [ya kjä'i b'u̱i ja ra jyoya]	T'ena ge ya maza hñäki [ya kä'i b'ui ya ra ñoya]
"xki tjokuabi nuya jotjo ts'ints'u̱ mra tjuju ra ""tlauhquecho"" ne “tzinitzcan zacuan"","	"xki tjokua̱bi nuya hothó ts'ints'u̱ mra tjuju ra ""tlauhquecho"" ne “tzinitzcan zacuan”,"
-¿te be'a gi mä nu'i Cihuacóatl?	-¿tʉ be̱fi gi ma̱ nu'i Cihuacóatl?
"bi k'ajni ko ya dänga ñuni nzafi ne bi tjetse ko ya makahuai nuya otomi geb'u̱ bi japi bi b'e̱di, bi mä nuyu̱:"	"bi kaxni ko ya dänga ñuni nzafi ne bi tjetse ko ya makaxuai nuya hñäki ge'bü bi xapi bi bädi, bi mä nu'ü:"
da tjuts'i ya nkjot'ijñä ( )	da xuxi ya nkjot'iñä ( )
"da umbabije te da zi, da kjapabije nduntji ma zu."	"da umbabihe te da zi, da kyapabihe ndunt'i ma zu."
ebu̱ bi mä nuna b'e̱fi xa tjoki xajño bi kjohya ra ts'e̱y'e̱jmu.	Hä bä mä nuna b’efi xa txoki xañu bä k’oya ra ts’ey’ejmu.
"fernando alva ixtlilxóchitl, xiii nkjändajmä ""ra ñ'eje ya ñämfo̱ ne ra mu̱di ra joga ts'ofo ra evangelio."""	"Fernando Alva Ixtlilxóchitl, xingi nkänt'ä ""rra ñäjä ya ñä'ä hñäki ne rra mudi rra hoga ts'ofo rra evangelio."""
"ga kjuatiju̱ nu'a juts'i nkjani, ya ts'ojä'i, ra carranza, ge xa o̱t'a ya ts'okuate pa gekagiju̱; ga o̱t'e da nkja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱diju̱ da nkja nu'a ra joga tsu̱tui, da nkja ra jai, ra jñegi ne ra joga ts'u̱tui;"	"ga kjuäti nu'a hutsi nkäni, ya ts'oyä'i, ra karransa, ge xa o̱tä ya ts'okuäte pa gekäjü; ga o̱ti da nkä ra ts'edi ma münts'i ne ñäbu ga tsüti da nkä nu'a ra hoga tsüti, da nkä ra häi, ra ñägi ne ra hoga tsüti;"
gatjo ya jyoyakjä'i mi b'u̱i ja ra jnini bi jandi.	Gatxu ya ñuñakä'i mi b'ui ja ra ñeni bi yandi.
"ja bi jäni ra ñ'udi, ma kjä'iju̱ bi ent'i gatjo majye̱gi nuya nzu̱te"	"xa bi jäni ra ñ'udi, ma kjä'iju̱ bi ent'i gatjo majyegi nuya nzute"
"ja n'aa nza̱tjo xudi ra pale berto, bi bo̱ni nda jyonga te nda nzimxidi ngetjo nda zi ya jme jyaxtjo mi u̱xa ya u, ua ngu mi nzäi mi nkajui yá jme nuya chukju̱ xa jogi ja nuya 'bomuja̱i nts'ät'i, nt'o̱kuä;"	"xa nää nzatjo xudi ra pale berto, bi boni nda yonga te nda nzimxidi nge̱tho nda zi ya hme yaxtjo mi uxa ya u, ua ngu mi nzä mi nkajui ya hme nuya chukju̱ xa jogi xa nuya 'bomuja̱i nts'ät'i, nt'okuä;"
"ja nubia di ndäki, di ndändiñäjmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjaje, ra bartolomé lópez, nub'u̱ mi nkjuäni ma b'e̱jña inbi nkjuäni ja nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen"	"xa nuvia di ndäki, di ndändiñäjmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makxaxe, ra bartolomé lópez, nu'b'u̱ mi nkjuäni ma b'e̱xña inbi nkjuäni xa nu'b'u̱ mi xaxi pa da o̱t'a ya tso̱mfen"
"ja ya t'u̱ka ze̱ki tjuts'i n'a tu̱kitjo nuna tjogi ge bi juxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii nkjondajmä."	"Xa ya t'uka zege thuts'i n'a t'ukitho nuna thogi ge bi juxa ra Fernando Alva Ixtlilxóchitl, nu'a b'ëtsi ra xiiii nk'ondaxmë."
jabu̱ ga kju̱he nuyu̱ (ya tenochcas) te gi joniju̱?	xabu ga kju̱he nui (ya tenochcas) te gi honiju?
"jam'u̱ gatjo ya kjuän'ajmä ge nuua xa ze̱ti ri ñ'eje dige'a ya noya ya mu̱dimejai ja ra jñä ya ndeznä, nuna tjuju ri uni inga se̱je̱ ra n'atsanoya pa da fädi ra jñämfo̱, ingi ri me̱udi dige'a ra jmä fu̱oti dige'a nuna ra jñäki ra netzajualtsoyotl. ne ra cuauhtémoc."	"Jam'u̱ gattho ya kjuäñ'äjmë ge nuwa ha zëti ri ñ'eje dige'a ya noya ya mu̱dimehai ja ra ñä ya ndeznä, nuna t'ut'u ri uni inga sëjë ra ñ'atsanoya pa da fädi ra ñämfo̱, ingi ri me̱udi dige'a ra jmä hu̱oti dige'a nuna ra ñäki ra netsajualtsoyotl. Ne ra Cuauhtémoc."
mi jneki ngu ma kjä'iju̱ ngabu̱ mri jneki.	mi nxeki ngu ma kä'itu ngapu mri nxeki.
"nduntji bri kjojya, bri tjuxpabi gatjo nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:"	"ndunt'i hñäki k'uiya, hñäki xuxpabi gato nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:"
"ngu mra me̱ti, nu'a r'a hyodi, jabu mi y'o, n'a ngu n'a mi kjohya mi mfe̱m'a xinxi xi mi kjohya ya ndäte, mi tjede n'a ngu n'a mi jñu̱fi ne mi fe̱m'a ya xinxi: xi mi b'u̱i mpaja."	"ngu mra met'i, nu'a r'a hiothi, hñabu mi y'o, n'a ngu n'a mi kyohya mi mfe̱m'a hinthi xi mi kyohya ya ndäte, mi t'ede n'a ngu n'a mi ñ'ufi ne mi fe̱m'a ya hinthi: xi mi b'ui mpaha."
"nkjabu̱ ri ñ'eje ya kje̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagiju̱ ja ma mfeniju̱, ga pe̱tsi nugagiju̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o majye̱gigiju̱, ma kjiju̱, ya ku̱ju̱."	"nkjabu̱ ri ñäjä ya kje̱ya nda m'e̱di, nda mpumfri, ga nzäi ga pe̱tsi nugagiju̱ ja ma mfeniju̱, ga pe̱tsi nugagiju̱, ra bätsi dige'u̱, ya b'e̱tho, ya ntsaniko, ya mbänga b'e̱tho ne to'o ra ñ'epu̱, to'o majye̱gigiju̱, ma kjiju̱, ya ku̱ju̱."
"nu xä otj'u̱, ma gä ñ'kjäju̱"	"nu xä otj'u, ma gä ñ'kjäju"
"nuga̱ xi di ne'i, jindi pädi jankja..."	"nuga̱ xi di ne'i, hñäki pädi hankja..."
"num'u̱ di kjojyaju̱, nkueju̱, nts'o̱miju̱, tsuju ne pa da t'o̱xkäju̱ di jojñu̱ nu ya nt'u̱i xi di 'yooju̱ (¡!). nuya da nt'ot'i ko ra dänt'ot'í"	"num'hu̱ di kjojyaju̱, nkuehu̱, nts'o̱mihu̱, tsuhu̱ ne pa da t'o̱xkähu̱ di hñoñhu̱ nu ya nt'u̱i xi di 'yoho̱ (¡!). nuya da nt'ot'i ko ra dänt'ot'i"
"nuna bi kjojya ja ra mabagi,"	"nuna bi k’oiya hña ra mabaki,"
"nuya jñu o gojoya pa bi b'u̱i nubu̱ bi xitsuabi ra kjäpadeje nduntji ya kjä'i, ngu xa t'ena."	"nuya ñu o gohoya pa bi b'ui nubu bi xitsuabi ra käpädehe ndunt'i ya kä'i, ngu xa t'ena."
"nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi kju̱ts'i pa mañä, xi mi päjä gatjo mi jandi mi nest'iji: mi tu̱ta ya kjijni"	"nuya tsat'i yo̱ge b'et'o, yo̱ge gu̱t'a ra ñ'u, yo̱ge teni, ya xiño yo̱ge kju̱ts'i pa mañä, xi yo̱ge päjä gatjo yo̱ge jandi yo̱ge nest'iji: yo̱ge tu̱ta ya kjijni"
"pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagije, ¿jankja, nuua, ra jyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱jña]?"	"Pe, nu'i ndada nu'i ma t'ek'ei ra makxa, nub'ux nu'i ingi zugagixe, ¿jankxa, nuwa, ra jyo di ge'a, ga tsogi nub'ux [nu'a ma b'e̱xña]?"
"r'a ya kjä'i mi b'u̱i ja ra ngumi kja nunu ja ra jnini ri mankjuäntjo pa da tsoni nubu̱ ra amáxac,"	r'a ya kä'i mi b'ui ya ra ngumi kä nunu ya ra ñüni ri manxuänt'o pa da tsoni nubu ra amájak.
"ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatjo to'o da guat'a ja ma jyoje, nu'u̱ to'o da ne, da me̱tsi n'a ra joga m'u̱i ne da m'u̱i mankjuäntjä. ja nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega joga kjä'i ne dega jogat'o̱t'antujni"	"ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatjo to'o da guat'a ja ma jyoje, nu'u̱ to'o da ne, da me̱tsi n'a ra hoga m'ui ne da m'ui manxuänt'ä. ja nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega hoga kä'i ne dega hogat'o̱t'antuini"
ra ngejna nuna pa bi ma n'a ra ñ'u mankjuäntjo.	ra ngejna nuna pa bi ma n'a ra ñ'u mankjuäntjo.
"ra njñu ne ra ngästsi ra b'ist'ofo di juts'iju̱ ja nuna ze̱ki b'ist'ofo, ri ñ'eje ra vii nkjondajmä ra chimalpain,"	"ra ñʞu ne ra ngäts'i ra b'ist'ofo di huts'iju̱ ha nuna ze̱ki b'ist'ofo, ri ñ'ehe ra vii nkondaxmä ra chimalpain,"
"ra ntjädi ra cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱jo̱kjä'i,"	"ra nt'ädi ra cuitlahuacatzin bi ena ge na da o̱t'i nuya bi b'e̱pabi ya nzokjä'i,"
"ra nyojo nu'a mi zu ra tepoztlan; ra njñu ra me tizatlan, ra nkjojo mi ñ'eje nuni huehuetlan ne ra nku̱ta mra dänga mictlan."	"ra ñotho nu'a mi zu ra tepoztlán; ra ñ'ño ra me tizatlán, ra ñotho mi ñ'eje nuni huehuetlán ne ra nk'uta mra dänga mictlán."
ri ñ'udi xajño nubia jankja beni ya metlaxcala bi do̱m'i mpaja nuya nso̱jo̱ kjä'i.	ri ñudi xañu Nubia hankya beni ya Metlaxcala bi do̱mi mpaha nuya nso̱ho kä'i.
"t'ena ge inbi unga mfädi pa gatjo ya kjä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'eje dra jmu ja ma jaije, da ja me̱ti nu'a di pe̱tsije neje dra kjakagije ga mpe̱fije ra jai ge bi umbabi o bi jänbabi ya joga jai ya n'añ'o jnini."	"t'ena ge hñä unga mfädi pa gatjo ya kä'i mi ñ'oi, ge nuna ndada ra marqués da ñ'eje ra jmu ja ma jaije, da ja me̱ti nu'a di pe̱tsije neje ra kjakagije ga mpe̱hije ra hai ge bi umbabi o bi jänbabi ya hoga hai ya ñ'añ'o hñini."
"xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, jo̱nse̱je̱ mi taxka n'a ja ra bo̱jai. ya y'ofadi mi kju̱t'atjo."	"xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, jonsëjë mi taxka n'a ja ra mb'ojai. ya y'ofadi mi kjut'atjo."
"ya dänga mfu̱nga bo̱kjä bi ntjo, bi kot'i ko ya majkjuai, mi zu̱m'i neje ko ya t'e̱nga ts'u̱t'abo̱kja."	"ya dänga mfu̱nga bo̱xkjä bi ntjo, bi kot'i ko ya majkjuai, mi zu̱m'i neje ko ya t'e̱nga ts'u̱t'abo̱xkja."
ya r'atsanoya ra sajagún mi mä jankja mi yopa tsini. ya ndeznä bi nkoji inda ñ'udi. mi jatatjo pa bi mu̱di ra ntujni	ya r'atsanoya ra sajagún mi mä hankxa mi yopa tsini. ya ndezna bi nkoji nda ñ'udi. mi jatatjo pa bi mu̱di ra nt'ut'uni
"ya zi b'e̱jña mi ägi ja ya b'a ne ja ya ngo̱de, nuya ñ'o̱jo̱ mbo ja ya ne, ja ya nkjom'ajudi."	"ya hñäki b'ëxña mi ägi ja ya b'a ne ja ya ngode, nuya ñ'otho mbo ja ya ne, ja ya nkjom'ajudi."
"bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hkjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go min pu̱n doja 'na."	"bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hñä 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go mïn pu̱n dojä 'na."
bi ma mankjuäntjo jabu̱ mi b'u̱i ra ts'e̱y'e̱jmu bi xipabi;	bi ma manxjuänt’o hñä mi b’ui ra ts’ei’e’jmu bi xipabi;
bri kjuajni po nuya dra jmu.	B'ri kjuäni po nuya ra jmü.
"di to̱m'ihe ra ñ'etji pa nugagije, n'a ra pa ngu ma n'a ra pa tjogi nekagije di juadije ra nge'a indi tse̱tije nuna b'u̱i t'o̱t'e ko ngekagije man'año ya ntjo, t'e̱nts'igije tji ma jaije ma me̱tije, ju̱kagije ga mpe̱fije nduntji, b'e̱kagije ga jut'ije xduntji ya bokja, n'a ngu n'a ra pa nuna nkjut'i di o̱t'eje man'a te ma tjaije di tuje."	"di tom'ihe ra ñ'et'i pa nugakxe, n'a ra pa ngu ma n'a ra pa txogi nekakxe di juadi ra nge'a indi tset'i nuna b'ui t'ot'e ko ngekakxe man'año ya nt'o, t'ents'ikxe tji ma haixe ma met'i, jukakxe ga mpef'i ndunt'i, b'ekakxe ga jut'i xdunt'i ya bokxa, n'a ngu n'a ra pa nuna nkjut'i di othe man'a te ma tjaixe di tu."
gatjo nuna jai ja nuna r'ayo ximjai nkjabu̱ bi tjutuabi nuya nso̱jo̱jä'i inbi tsa bi tjutuabi man'a ra tjuju.	gatho nuna hai ya nuna rayo ximhäi nkäbu̱ bi chuchuabi nuya nzonzonjai inbi tsa bi chuchuabi man'a ra chuchu.
"ja mi tso nde, bi mu̱di bi nkja n'a ra jneki ngu nkjagiju̱ dega kjä'i, bi t'ot'e ra b'ai ngu dega kjä'i,"	"xa mi tso nde, bi mudi bi nxja n'a ra nxeki ngu nxjagiju dega kä'i, bi t'ot'e ra b'ai ngu dega kä'i,"
"ma bo̱najmu'ije: nuna b'e̱fi ga tsokagije sta kjuatihe gatjo: gi nuti nuua, xa jño bo̱najmu."	"ma mbonañmu'ixe: nuna b'efi ga tsokaxeje sta kjuathihe gatjo: gi nut'i nuwa, xa ño mbonañmu."
"mi mä dega ts'e̱dira jñä tso̱pu da ts'o̱jo̱bu nuya nzo̱jo̱kjä'i ga jandiju̱ te ma ts'e̱di pe̱tsi, ra nge'a ma akjuä ra quetzalcohuatl b'u̱i nuua ko ngekagiju̱,"	"mi ma dega ts'edirä ñä tso̱pü tha ts'o̱ho̱bü nuya nzohokjä'i ga xandiju̱ te ma ts'edi pe̱tsi, ra nge'a ma akjuä ra quetzalcohuatl b'u̱i nuä ko ngekagiju̱,"
"ne ya nt'u̱i, jankja di tjuts'i ya nt'ofo, nkjap'u̱ neje mä 'ra ya mpeu̱i da fats'i di nt'ot'i ra jñäjñu"	"ne ya nt'ui, hankja di txuts'i ya nt'ofo, nkap'u neje ma 'ra ya mpeui da fäts'i di nt'ot'i ra ñäñu"
