Input	Result
"ne nkjabu̱ bri t'ot'e neje ko mar'a ya bo̱najmu mi pe̱tsi ra t'u̱ka tsu̱tui ja ya t'u̱ka jnini, nuyu̱ to'o mi b'e̱pi da t'o̱t'e ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca neje mar'a ya bo̱najmu mar'a ya t'u̱ka jnini jabu̱ bi guat'i ya nduste, ya dumantjuju dega k'astaboja, ge ya tjuju ya kristiano [...]"	"ne nkjabu̱ bri t'ote neje ko mar'a ya bonajmu mi petsi ra tu̱ka tsutui ja ya tu̱ka jnini, nuyu̱ to'o mi be̱pi da tote ngu nuni Xalapan, Tlaxcalan, Tehuantepec, Oaxaca neje mar'a ya bonajmu mar'a ya tu̱ka jnini jabu̱ bi guati ya nduste, ya dumantjuju dega k'astaboja, ge ya tjuju ya kristiano [...]"
"ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni Cuetlachcoapan [n'a ra jnini nuni puebla],"	"ne nu'a ri däme, pu̱ ñ'a'i, nugi ga ma ga tsogi'i nuni Cuetlaxcoapan [n'a ra jnini nuni Puebla],"
"ne nu'u̱ bi mani dra ts'okat'o̱t'amfeni nuni Michoacán, Xalisco, Culhuacan ne nuni neje Pánuco, ne nuni Oaxaca, Tehuantepec ne Guatemala, ne nuua ra r'ayo majyati, nub'u̱ bri t'o̱t'a ra mabagi pa dra uadi dra t'o̱t'a nu'a ra ts'okat'o̱t'amfeni inda tsogije se̱je̱."	"Ne nu'u̱ bi mani dra ts'okat'o̱t'amfeni nuni Michoacán, Xalisco, Culhuacán ne nuni neje Pánuco, ne nuni Oaxaca, Tehuantepec ne Guatemala, ne nuua ra r'ayo majyati, nub'u̱ bri t'o̱t'a ra mabagi pa dra uadi dra t'o̱t'a nu'a ra ts'okat'o̱t'amfeni inda tsogiye se̱ye̱."
"nejege'a ra ngätsi. mi jä ya mpe̱fi dega mabagi,ya nkjom'a te ne ya fu̱nbo̱kja, inte ma mahuai mi jä ni ge'a ya bu'bai."	"Nehege'a ra ngätsi. Mi jä ya mpe̱fi dega mabagi, ya nkjom'a te ne ya fu̱nbo̱kja, inte ma mahuai mi jä ni ge'a ya bu'bai."
njabu̱ bi bo̱nga dega xui. mra ngo nub'u̱ ra Tecuílhuitl bi bo̱nga: nub'u̱ bi kja ya du ja ra r'ani ra deje ya u̱erna.	Njabu̱ bi bo̱nga dega xui. Mra ngo nub'u̱ ra Tecuílhuitl bi bo̱nga: nub'u̱ bi kja ya du ja ra r'ani ra deje ya u̱erna.
"nub'u̱ bi tjandi ra Tzihuacpopoca, bi t'ena:"	"nub'u̱ bi txandi ra Tzihuacpopoca, bi t'ena:"
"nub'u̱ ya ñämfo̱ bi jandi ge xa ñ'eje nubu̱ da tsu̱di, ge mi tekuabi ra nest'iji, m'estjo bi munts'i bi miji ya mahuai."	"Nübʉ ya ŋämpho bi jandi ge xa ŋ'eje nubʉ da tsʉdi, ge mi tekuali ra nestʉiji, mʉestjo bi muntsʉi bi miji ya mahuali."
"nuna kjä'i inbi tsa bi tjädi makjuäni nu'a ra nt'ani. ingra nge'a nuya pa bi jneki n'a ra jyoya jä'i ra macehual (hombre de pueblo),"	Nuna kjä'i inbi tsa bi tjädi makjuäni nu'a ra nt'ani. Ingla nge'a nuya pa bi jneki n'a ra jyoya jä'i ra macehual (hombre de pueblo)
"nuna nte̱nga b'ede ja bri jat'i ra Tzihuacpopocatzin, bi o̱t'e da tjogi ge'a ra ts'e̱y'e̱jmu. inbi bo̱nga nuna nt'o̱t'e bi tsu̱diju̱ ko ma r'a ya b'e̱jni. ma ra ya ñ'ete inbi jopi da kju̱ man'aki ra ñ'u nuya ts'okate. pe nuya inbi joki ra b'ai."	"Nuna ntēnga b'ede ja bri jat'i ra Tzihuacpopocatzin, bi ōt'e da tjogi ge'a ra ts'ēy'ējmu. Inbi bōnga nuna nt'ōt'e bi tsūdiju ko ma r'a ya b'ējni. Ma ra ya ñ'ete inbi jopi da kju man'aki ra ñ'u nuya ts'okate. Pe nuya inbi joki ra b'ai."
"nuua di udije ra jñäpi bi nto̱t'e bi nkja ra agosto ra kje̱ya 1595, n'a ra kjä'i mra tjuju ra miguel Hernández, ra me Chiyauhtzinco,"	"Nuua di udihe ra ñäpi bi nto̱t'e bi nkya ra Agosto ra kye̱ya 1595, n'a ra kyä'i mra tyuju ra Miguel Hernández, ra me Chiyauhtzinco,"
nuya bo̱najmu ya mem'onda ñätsi bi ñäui ra Cihuacóatl Tlacotzin m'estjo bi tjädi:	Nuya boñajmu ya mem'onda ñätsi bi ñäui ra Cihuacóatl Tlacotzin m'estjo bi tjädi
ra Tlacatécatl mra me Cuauhtitlan ne ra bktri ra mbot'a ngu bri kjapi ya tsat'yo bi zi.	ra Tlakatekatl mra me Kuauhtitlan ne ra paktri ra mbota ngu bri kjapi ya tsatyo bi zi
ra doy'e̱ pajni xki njom'i ko ya chalchihuite.	Ra doy'e̱ pajni xki njom'i ko ya chalchihuite.
"ra mu̱di ra Cuauhtémoc, ra jmu ra bondo, ra nyojo ra tlatsotzin, ra Cihuacóatl ra njñu ra oquiztzin, ra bo̱najmu ja ra nini ra aztsapotzaltso Mexicapan, ra ngojo ra panitzin, ra bo̱najmu nuni ra Ecatepec,"	"Ra mu̱di ra Cuauhtémoc, ra hmu ra bondo, ra ñojo ra tlatsotzin, ra Cihuacóatl ra ñĩu ra oquiztzin, ra bo̱naxmu xa ra nini ra aztsapotzaltso Mexicapan, ra ngojo ra panitzin, ra bo̱naxmu nuni ra Ecatepec,"
"ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra tjuju ra Huixtocihuatl"	"ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra tjuju ra Wiixtociahual"
ra nge'a bi mu̱ni ko ra mahuai ja ra xu̱tja nu'a to'o bi umbabi ra kji.	ra ngë'a bi muni ko ra mahui ja ra xutja nu'a to'o bi umbabi ra kji
"ra nyojo, bi tjo ra ndä ra Nauhtla, mra tjuju ra Cohualpopocatzin."	"ra ñojo, bi tjo ra ndä ra Nauhtla, mra tjuju ra Cohualpopocatzin."
"unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi kjapi da ntso̱m'i nuya macehualtin, nkjabu̱ mi tjutuabi ya kjä'i mi b'u̱i te ma za"	"Ŋga ya ŋge̱nda te ra c'omu̱i mi bʉ̱'i ne mi kjapi da ncʉ̱m'i nuya macehualtin, nkjabʉ̱ mi cjutuabi ya kjä'i mi bʉ̱'i te ma za"
"xib'u̱ bri fádi ge nuya je mi kja nuni ra Cuauhchichilco, ja Xaltocan; ge mi pttsi ya ndá."	"xib'u̱ bri fadi ge nuya je mi kja nuni ra Cuauhchichilco, ja Xaltocan; ge mi ptsi ya nda."
"xki mbo̱ni nubu̱ ra jyodi ra Cuehuecatitlan,"	"xki mbøni nubø ra jyodi ra Cuehuecatitlan,"
"xki tjete ra ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya je dega dänga ndä bi mu̱di da jäni ra joga ts'ofo ya evangelio,"	xki tjete ra ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya je dega dänga ndä bi mu̱di da jäni ra joga ts'ofo ya evangelio
"ya dänga ñu̱ni nsafi, ya nsafi, ya mahuai, jangu nu'u̱ gatjo xki tagi mbo ja ra jñe."	"Ya däŋga ñuni nsahi, ya nsahi, ya mahuai, jangu nu'u gatyo xki tagi mbo ja ra ňe."
"bi o̱tuabi nu'a ra makja xki nk'ojni mra tjuju ra alonso ruiz, ge mi y'o nuni juamuxtitan (Huamuxtitlan) nuni ra jyodi guerrero."	"Bi o̱tuabi nu'a ra makya xki nk'ojni mra tjuju ra Alonso Ruiz, ge mi y'o nuni Juamuxtitan (Huamuxtitlán) nuni ra jyodi Guerrero."
"di pädi xajño nuna b'e̱fi neje yojo to'o di pädi da mpe̱fi da y'este nuya joga do majye̱gi ya xito, mra tjuju ra ambetz'ihuay."	"di pädi xajño nuna b'ëfi neje yojo to'o di pädi da mpëfi da y'ëste nuya joga do majyëgi ya xito, mra tjuju ra ambëtz'ihuay."
"dra tjoki ra nto̱de, ra ketzal dra b'e̱ nuni Coyohuacan."	"Dra tjóki ra ntóde, ra kétzal dra b'e̱ nuni Coyohuacan."
e mi r'ani dega xui ra Cihuacóatl g'ea mi zoni ne mı mafi.	e mi rʼani dega xui ra Cihuacóatl gʼea mi zoni ne mı̄ mafi
"ebu̱ bi gäi jabu̱ mi to̱ge ebu̱ bi yopa ma ja ra jnini ra Cuetaxtlan,"	"Ebu̱ bi gäi jabu̱ mi to̱ge ebu̱ bi yopa ma ja ra jnini ra Kuetaxtlan,"
"ge'a ra mu̱di ra tjuju ra Hernando, ra nge'a nkjabu̱ mra tjuju ra takjä ra Cortés neje nkjabu̱ mra tjuju ra ndä Católico ne ra ku ra Cohuanacotzin bi tjutuabi ra Pedro po ra Pedro Alvarado ra nge'a ra takjä,"	"He'a ra mudi ra tyuhyu ra Hernando, ra nge'a nkjabu mra tyuhyu ra takye ra Cortés neje nkjabu mra tyuhyu ra nda Católico ne ra ku ra Cohuanacotzin bi tyutuabi ra Pedro po ra Pedro Alvarado ra nge'a ra takye,"
"ma n'a mi b'ai nuni teotletso, jabu̱ ra ñ'u̱ pa manjuäntjo pa da zo̱ni nuni ra peñón (Tepetzinco)."	"ma n'a mi b'ai nuni teotletso, jabu̱ ra ñ'u̱ pa manjuäntjo pa da zo̱ni nuni ra peñón (Tepetzintli)"
"mi tso̱jo̱ getbu̱ ra fu̱nga t'o̱jo̱, jabu̱ mi tjutuabi ""takjón ra nxu̱ni, nkjabu̱ bi jutuabi ya ndeznä ya b'e̱jnanoya bi pe̱jni ra ts'e̱y'e̱jmu, mi gu̱t'a ra ñ'u ra Tzihuacpopocatzin, bi bo̱nga ja ra ñ'u."	"mi tsõhõ getbũ ra fũnga t'õhõ, jabũ mi tjutuabi ""takjón ra nxũni, nkjabũ bi jutuabi ya ndeznä ya b'ejnanoya bi pejni ra ts'ejemũ, mi gũt'a ra ñ'u ra Tzihuacpopocatzin, bi bõnga ja ra ñ'u."
mra ku ra Cacamatzin mra bo̱najmu nuni Tetzcoco mri ñ'oui va kjä'i mi y'o mpaja.	Mra ku ra Cacamatzin mra bo̱najmu nuni Tetzcoco mri ñ'ui va kjä'i mi y'o mpaja.
"n'a ra nto̱de dega chalchihuite, xi m'et'e dega ze̱ka do, neje mi pe̱tsi n'a ra tsant'i de ga k'astabokja."	"N'a ra ntōde dega chalchihuite, xi m'et'e dega zēka do, neje mi pētsi n'a ra tsanti de ga k'astabokja."
ne nduntji ya ambetz'ihuay ne mar'a joga do mi pe̱tsi ra mu'ui:	Ne ndũtĩ ya ambec'ihua ne mar'a joga do mi pe̱cĩ ra mu'ui:
neje n'a ya tje̱stji dega mboťahuaido.	Nehe n'a ya tyestxi dega mbot'ahuaido.
"nuna bi o̱t'a ra ntso̱m'i ra nge'a neje nuya ya b'e̱datsi bi tsini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nsofo pa ra ixtlilxóchitl da gu̱ka ya kjä'i ge mi zu ya jyodi, nkjabu̱ mi pe̱jna akjuä da t'o̱t'e."	"Nuna bi o̱t'a ra ntso̱m'i ra nge'a neje nuya ya b'e̱datsi bi tsini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nsofo pa ra ixtlilxóchitl da gu̱ka ya kjä'i ge mi zu ya jyodi, nkjabu̱ mi pe̱jna akjuä da t'o̱t'e."
"nuna nt'o̱t'e bi ntjandi xa nts'ogi njabu̱ bri tjutuabi, bi ena ge mra nzu̱te ko ma m'u̱jai ra nzu̱te ne mi tjutsuabi ko ya mpe̱bi dega mabagì, jabu̱ jmä ge n'a di ge'u̱ bi y'e̱nga n'a ra do, ko nge'a bi jyo, nu'u̱ mar'a ya b'e̱go ge mä ge nu'u̱ se̱je̱ ya ñämfo̱ bi jyo bi mu̱tu'a n'a ra mahuai ja ri ngati bi mu̱tuabi n'a ra nzu̱ni."	"Nuna nt'o̱hte bi ntjandi xa nts'ogi njabu̱ bri tjutuabi, bi ena ge mra nzu̱hte ko ma m'u̱jai ra nzu̱hte ne mi tjutsuabi ko ya mpe̱bi dega mabagi, jabu̱ jma̱ ge n'a di ge'u̱ bi ye̱nga n'a ra do, ko nge'a bi jyo, nu'u̱ mar'a ya be̱go ge ma̱ ge nu'u̱ se̱je̱ ya ña̱mfo̱ bi jyo bi mu̱tu'a n'a ra mahuai ja ri ngati bi mu̱tuabi n'a ra nzu̱ni."
"ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra tsortés nuni Coyoacan, nu'u̱ to'o mi pädi yojo ya jñäki ngu'a ra jerónimo aguilar ra malintzin."	"ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra tsorés nuni Coyoacan, nu'u̱ to'o mi pädi yojo ya ñäki ngu'a ra Jerónimo Aguilar ra Malintzin."
t'ena ge ya macehual [ya kjä'i b'u̱i ja ra jyoya]	tʔena ge ya masehual [ya kjä'i bʉi ja ra ʒjoja]
"xki tjokuabi nuya jotjo ts'ints'u̱ mra tjuju ra ""tlauhquecho"" ne “tzinitzcan zacuan"","	"xki tjokuabi nuya jotjo ts'ints'u mra tjuju ra ""tlauhquecho"" ne “tzinitzcan zacuan”"
-¿te be'a gi mä nu'i Cihuacóatl?	-¿te be'a gi mä nü'i Cihuacóatl?
"bi k'ajni ko ya dänga ñuni nzafi ne bi tjetse ko ya makahuai nuya otomi geb'u̱ bi japi bi b'e̱di, bi mä nuyu̱:"	"Bi k'ajni ko ya dänga ñuni nzafi ne bi tjetse ko ya makahuai nuya Otomi geb'u bi japi bi b'edi, bi mä nuyu"
da tjuts'i ya nkjot'ijñä ( )	dá tsuts'i ya nkjot'íñä
"da umbabije te da zi, da kjapabije nduntji ma zu."	"dá ūmbabíje te dá zí, dá kjapabíje ndūntji ma zū."
ebu̱ bi mä nuna b'e̱fi xa tjoki xajño bi kjohya ra ts'e̱y'e̱jmu.	Ebu̱ bi má nuna b'e̱fi xa tjoqui xajño bi qujya ra ts'e̱y'e̱mju.
"fernando alva ixtlilxóchitl, xiii nkjändajmä ""ra ñ'eje ya ñämfo̱ ne ra mu̱di ra joga ts'ofo ra evangelio."""	"Fernando Alva Ixtlilxóchitl, XIII nkjändajmä ""ra ñ'eje ya ñämfo̱ ne ra mu̱di ra joga ts'ofo ra Evangelio."""
"ga kjuatiju̱ nu'a juts'i nkjani, ya ts'ojä'i, ra carranza, ge xa o̱t'a ya ts'okuate pa gekagiju̱; ga o̱t'e da nkja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱diju̱ da nkja nu'a ra joga tsu̱tui, da nkja ra jai, ra jñegi ne ra joga ts'u̱tui;"	"Ka kjuatihu nu'a juts'i nkjani, ya ts'ojä'i, ra Carranza, ge xa ota ya ts'okuate pa gekagiju; ka ote da nkja ra ts'edi ma munts' ne njabu ga tsudi ju da nkja nu'a ra joga tsutui, da nkja ra jai, ra jñegi ne ra joga ts'utui;"
gatjo ya jyoyakjä'i mi b'u̱i ja ra jnini bi jandi.	Gatyo ya joyakjä'i mi bʉi ja ra jnini bi jandi.
"ja bi jäni ra ñ'udi, ma kjä'iju̱ bi ent'i gatjo majye̱gi nuya nzu̱te"	"Ja bi jäni ra ñudi, ma kjä'iju bi ent'i gatyo majyegi nuya nzute"
"ja n'aa nza̱tjo xudi ra pale berto, bi bo̱ni nda jyonga te nda nzimxidi ngetjo nda zi ya jme jyaxtjo mi u̱xa ya u, ua ngu mi nzäi mi nkajui yá jme nuya chukju̱ xa jogi ja nuya 'bomuja̱i nts'ät'i, nt'o̱kuä;"	"Ja nʼaa nzatyo xudi ra pale Berto, bi boni nda jyonga te nda nzimxidi ngetyo nda zi ya jme jyaxtjo mi uxa ya u, ua ngu mi nzäi mi nkajui yá jme nuya chukju xa jogi ja nuya 'bomuja̱i ntsʼatʼi, ntʼokuä;"
"ja nubia di ndäki, di ndändiñäjmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjaje, ra bartolomé lópez, nub'u̱ mi nkjuäni ma b'e̱jña inbi nkjuäni ja nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen"	"Ja Nubia di ndäki, di ndändiñäjmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjaje, ra Bartolomé López, nub'u̱ mi nkjuäni ma b'e̱jña inbi nkjuäni ja nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen"
"ja ya t'u̱ka ze̱ki tjuts'i n'a tu̱kitjo nuna tjogi ge bi juxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii nkjondajmä."	"Ya ɨtʉ̱ka zɛ̱ki tʃutʃʼi nʼa tʉ̱kitʃo nuna tʃogi ge bi ʃuxa ra Fernando Alva Ixtlilxóchitl, nuʼa bʼɛ̱tʃi ra xiiii nkʲondaʃmä."
jabu̱ ga kju̱he nuyu̱ (ya tenochcas) te gi joniju̱?	jabṵ ga kjṵhe nṵyṵ (ya tenochcas) te gi jonijṵ?
"jam'u̱ gatjo ya kjuän'ajmä ge nuua xa ze̱ti ri ñ'eje dige'a ya noya ya mu̱dimejai ja ra jñä ya ndeznä, nuna tjuju ri uni inga se̱je̱ ra n'atsanoya pa da fädi ra jñämfo̱, ingi ri me̱udi dige'a ra jmä fu̱oti dige'a nuna ra jñäki ra netzajualtsoyotl. ne ra cuauhtémoc."	"Jamʉ̱ gatxo ya kyuänʼaxmä ge nuua xa zeti ri ñʼehe digeʼa ya noya ya mudimejai xa ra jñä ya ndeznä, nuna txuxu ri uni inga sehe ra nʼatsanoya pa da fädi ra jñämfo, ingi ri meudi digeʼa ra jmä fuoti digeʼa nuna ra jñäki ra netzajualtsoyotl. Ne ra Cuauhtémoc."
mi jneki ngu ma kjä'iju̱ ngabu̱ mri jneki.	mi ñeki ngu ma kjä'ju ngabu mri ñeki.
"nduntji bri kjojya, bri tjuxpabi gatjo nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:"	"Ndũñti bri kjoja, bri tjuxpabi gatjo nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'ũmbabi ya t'ixu:"
"ngu mra me̱ti, nu'a r'a hyodi, jabu mi y'o, n'a ngu n'a mi kjohya mi mfe̱m'a xinxi xi mi kjohya ya ndäte, mi tjede n'a ngu n'a mi jñu̱fi ne mi fe̱m'a ya xinxi: xi mi b'u̱i mpaja."	"Ngu mra me̱ti, nu'a r'a jyodi, jabu mi y'o, n'a ngu n'a mi kjohya mi mfe̱m'a shinshi xi mi kjohya ya ndäte, mi tjede n'a ngu n'a mi ñu̱fi ne mi fe̱m'a ya shinshi: xi mi b'u̱i mpaha."
"nkjabu̱ ri ñ'eje ya kje̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagiju̱ ja ma mfeniju̱, ga pe̱tsi nugagiju̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o majye̱gigiju̱, ma kjiju̱, ya ku̱ju̱."	"Nkjabu̱ ri ñ'eje ya kje̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagiju̱ ja ma mfeniju̱, ga pe̱tsi nugagiju̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o majye̱gigiju̱, ma kjiju̱, ya ku̱ju̱."
"nu xä otj'u̱, ma gä ñ'kjäju̱"	"nu hña otxu, ma gä nkjaju"
"nuga̱ xi di ne'i, jindi pädi jankja..."	"Nuga̱ xi di ne'i, jindi pädi yankja..."
"num'u̱ di kjojyaju̱, nkueju̱, nts'o̱miju̱, tsuju ne pa da t'o̱xkäju̱ di jojñu̱ nu ya nt'u̱i xi di 'yooju̱ (¡!). nuya da nt'ot'i ko ra dänt'ot'í"	"numʉ̱ di kjojyaju̱, nkueju̱, ntsʼomi̱ju̱, tsu̱ju ne pa da tʼo̱xkäju̱ di jojñu̱ nu ya ntʉ̱i xi di ʼyooju̱ (!). nuʉya da ntʼotʼi ko ra däntʼotʼi"
"nuna bi kjojya ja ra mabagi,"	"nuna bi kjòjyà jà rà mbàgì,"
"nuya jñu o gojoya pa bi b'u̱i nubu̱ bi xitsuabi ra kjäpadeje nduntji ya kjä'i, ngu xa t'ena."	"Nuya jñu o gojoya pa bi bʼui nubuʼ bi xitsuaʼbi ra kjäpadeje nduntji ya kjäʼi, ngu xa tʼena."
"nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi kju̱ts'i pa mañä, xi mi päjä gatjo mi jandi mi nest'iji: mi tu̱ta ya kjijni"	"Nuya tsat'io mi b'eto, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi kju̱ts'i pa maña, xi mi päjä gatyo mi jandi mi nest'iji: mi tu̱ta ya kijni"
"pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagije, ¿jankja, nuua, ra jyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱jña]?"	"pe, nu'i ndada nu'i ma t'ek'ei ra makxa, nub'u nu'i ingi zugaxiye, ¿yankxa, nuua, ra xyó di ge'a, ga coto nubu [nu'a ma b'ejña]?"
"r'a ya kjä'i mi b'u̱i ja ra ngumi kja nunu ja ra jnini ri mankjuäntjo pa da tsoni nubu̱ ra amáxac,"	r'a ya kjä'i mi bʉi ja ra ngumi kja nunu ja ra ʒnini ri mankjua̱ntʒo pa da tsono nubʉ ra amáxaʃ
"ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatjo to'o da guat'a ja ma jyoje, nu'u̱ to'o da ne, da me̱tsi n'a ra joga m'u̱i ne da m'u̱i mankjuäntjä. ja nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega joga kjä'i ne dega jogat'o̱t'antujni"	"Ra ngë'a di o̱t'a nuna noya ra ts'ü̱tui ne gatyo to'o da guat'a ja ma jyoye, nu'u̱ to'o da ne, da me̱tsi n'a ra joga m'ü̱i ne da m'ü̱i mankjüäntjä. Ja nubü̱ xa mabü̱ ma noya ge di pe̱tsi ra tsa, dega joga kjä'i ne dega jogat'o̱t'antujni"
ra ngejna nuna pa bi ma n'a ra ñ'u mankjuäntjo.	Ra ngejna nuna pa bi ma n'a ra ñ'u maankjuäntjo.
"ra njñu ne ra ngästsi ra b'ist'ofo di juts'iju̱ ja nuna ze̱ki b'ist'ofo, ri ñ'eje ra vii nkjondajmä ra chimalpain,"	"Ra njñu ne ra ngätsi ra b'ist'ofo di juts'iju ja nuna sekhi b'ist'ofo, ri ñ'eje ra vii nkjondajmä ra chimalkpain"
"ra ntjädi ra cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱jo̱kjä'i,"	Ra ntjädi ra Cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱jo̱kjä'i
"ra nyojo nu'a mi zu ra tepoztlan; ra njñu ra me tizatlan, ra nkjojo mi ñ'eje nuni huehuetlan ne ra nku̱ta mra dänga mictlan."	"Ra ñyojo nu'a mi tsu ra Tepoztlán; ra ñiñu ra me Tizatlán, ra nkjojo mi ñ'ehe nuni Huehuetlán ne ra nkuhta mra däŋga Mictlán."
ri ñ'udi xajño nubia jankja beni ya metlaxcala bi do̱m'i mpaja nuya nso̱jo̱ kjä'i.	ri ñ'uhi xajño nubia jankya beni ya metlaxcala bi do̱mi mpaja nuya nso̱jo̱ kjä'i
"t'ena ge inbi unga mfädi pa gatjo ya kjä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'eje dra jmu ja ma jaije, da ja me̱ti nu'a di pe̱tsije neje dra kjakagije ga mpe̱fije ra jai ge bi umbabi o bi jänbabi ya joga jai ya n'añ'o jnini."	"tʔena ge inbi unga mfädi pa gatxo ya kjäʔi mi ñʔoui, ge nuna ndada ra marqués da ñʔeje dra jmu ja ma jaije, da ja me̱ti nuʔa di pe̱tsije neje dra kjakagije ga mpe̱fije ra jai ge bi umbabi o bi jänbabi ya joga jai ya nʔañʔo jnini."
"xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, jo̱nse̱je̱ mi taxka n'a ja ra bo̱jai. ya y'ofadi mi kju̱t'atjo."	"Xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, jonseje mi taxka n'a ja ra bojai. Ya y'ofadi mi kjut'atjo."
"ya dänga mfu̱nga bo̱kjä bi ntjo, bi kot'i ko ya majkjuai, mi zu̱m'i neje ko ya t'e̱nga ts'u̱t'abo̱kja."	"Ya däŋga mfu̱ŋga bo̱kjä bi ntjo, bi kot'i ko ya majkjuai, mi zum'i neje ko ya t'e̱ŋga ts'u̱t'abo̱kja."
ya r'atsanoya ra sajagún mi mä jankja mi yopa tsini. ya ndeznä bi nkoji inda ñ'udi. mi jatatjo pa bi mu̱di ra ntujni	Ya r'atsanoya ra sahagún mi mä jankja mi yopa tsini. Ya ndeznä bi nkoji inda ñ'udi. Mi jatatyo pa bi mu̱di ra ntuxni
"ya zi b'e̱jña mi ägi ja ya b'a ne ja ya ngo̱de, nuya ñ'o̱jo̱ mbo ja ya ne, ja ya nkjom'ajudi."	"Ya zi be̱jña mi ägi ja ya b'a ne ja ya ngo̱de, nuya ñ'o̱jo̱ mbo ja ya ne, ja ya nkjom'ajudi."
"bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hkjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go min pu̱n doja 'na."	"Bi boxro xi bets'ina, bido'u ro yuni na, xi bi box ro hkjua na, bido'u ro ts'ii na, xi boxro ts'are na. Ge'bu go min pun doja na."
bi ma mankjuäntjo jabu̱ mi b'u̱i ra ts'e̱y'e̱jmu bi xipabi;	bi ma mankjuntjo jabu mi b'i ra tse'yemju bi xipabi;
bri kjuajni po nuya dra jmu.	bri kjuajni po nu'ya dra jmu
"di to̱m'ihe ra ñ'etji pa nugagije, n'a ra pa ngu ma n'a ra pa tjogi nekagije di juadije ra nge'a indi tse̱tije nuna b'u̱i t'o̱t'e ko ngekagije man'año ya ntjo, t'e̱nts'igije tji ma jaije ma me̱tije, ju̱kagije ga mpe̱fije nduntji, b'e̱kagije ga jut'ije xduntji ya bokja, n'a ngu n'a ra pa nuna nkjut'i di o̱t'eje man'a te ma tjaije di tuje."	"di tomʔihe ra ñetxi pa nugagije, nʔa ra pa ngu ma nʔa ra pa tʃogi nekagije di juadije ra ngeʔa indi tsetʔije nuna bʔui tʔotʔe ko ngekagije manʔaño ya ntʃo, tʔentʔsigije tʃi ma jaije ma metʔije, jukagije ga mpʔefije nduntʃi, bʔekagije ga jutʔije xduntʃi ya bokʃa, nʔa ngu nʔa ra pa nuna nkʃutʔi di otʔeje manʔa te ma tʃaije di tuje."
gatjo nuna jai ja nuna r'ayo ximjai nkjabu̱ bi tjutuabi nuya nso̱jo̱jä'i inbi tsa bi tjutuabi man'a ra tjuju.	Gatjo nuna jai ja nuna r'ayo ximjai nkjabu̱ bi tjutuabi nuya nso̱jo̱jä'i inbi tsa bi tjutuabi man'a ra tjuju.
