OTS	OTQ
ne nu'u̱ bi mani dra ts'okat'o̱t'amfeni nuni Michoacán, Xalisco, Culhuacan ne nuni neje Pánuco, ne nuni Oaxaca, Tehuantepec ne Guatemala, ne nuua ra r'ayo majyati, nub'u̱ bri t'o̱t'a ra mabagi pa dra uadi dra t'o̱t'a nu'a ra ts'okat'o̱t'amfeni inda tsogije se̱je̱.	ne nu'u̱ bi mani dra ts'okato̱t'amfeni nuni Michoacán, Xalisco, Culhuacan ne nuni neje Pánuco, ne nuni Oaxaca, Tehuantepec ne Guatemala, ne nuua ra r'ayo majyati, nub'u̱ bri t'o̱ta ra mabagi pa dra uadi dra t'o̱ta nu'a ra ts'okato̱t'amfeni inda tsogiye se̱ye̱.
nejege'a ra ngätsi. mi jä ya mpe̱fi dega mabagi,ya nkjom'a te ne ya fu̱nbo̱kja, inte ma mahuai mi jä ni ge'a ya bu'bai.	nehege'a ra ngätsi. mi jä ya mpe̱fi dega mabagi,ya nkjom'a te ne ya fu̱nbo̱kja, inte ma mahuai mi jä ni ge'a ya bu'bai.
njabu̱ bi bo̱nga dega xui. mra ngo nub'u̱ ra Tecuílhuitl bi bo̱nga: nub'u̱ bi kja ya du ja ra r'ani ra deje ya u̱erna.	OTQ: ñabũ bi bõnga dega xui. mra ngo nub'ũ ra Tecuílhuitl bi bõnga: nub'ũ bi kya ya du ja ra r'ani ra deye ya u̱erna.
nub'u̱ bi tjandi ra Tzihuacpopoca, bi t'ena:	OTQ: nub'u̱ bi txandi ra Tzihuacpopoca, bi t'ena:
nub'u̱ ya ñämfo̱ bi jandi ge xa ñ'eje nubu̱ da tsu̱di, ge mi tekuabi ra nest'iji, m'estjo bi munts'i bi miji ya mahuai.	nub'u̱ ya ñämpho̱ bi jandi ge xa ñ'eeje nubu̱ da tsu̱di, ge mi tekua̱bi ra nest'iji, m'esto̱ bi munts'i bi miji ya mahuai.
nuna kjä'i inbi tsa bi tjädi makjuäni nu'a ra nt'ani. ingra nge'a nuya pa bi jneki n'a ra jyoya jä'i ra macehual (hombre de pueblo),	OTQ: nuna kjä'i inbi tsa bi txädi makjuäni nu'a ra nt'ani. ingra nge'a nuya pa bi jneki n'a ra jyoya jä'i ra macehual (hombre de pueblo)
nuna nte̱nga b'ede ja bri jat'i ra Tzihuacpopocatzin, bi o̱t'e da tjogi ge'a ra ts'e̱y'e̱jmu. inbi bo̱nga nuna nt'o̱t'e bi tsu̱diju̱ ko ma r'a ya b'e̱jni. ma ra ya ñ'ete inbi jopi da kju̱ man'aki ra ñ'u nuya ts'okate. pe nuya inbi joki ra b'ai.	OTQ: nuna ntenga b'ede ja bri jat'i ra Tzihuacpopocatzin, bi ote da tjogi ge'a ra tsejmuj. inbi bonga nuna nto'e bi tsudiju ko ma r'a ya bejni. ma ra ya ñete inbi jopi da kju man'aki ra ñu nuya ts'okate. pe nuya inbi joki ra b'ai.
nuua di udije ra jñäpi bi nto̱t'e bi nkja ra agosto ra kje̱ya 1595, n'a ra kjä'i mra tjuju ra miguel Hernández, ra me Chiyauhtzinco,	nuua di udie ra jñäpi bi nto̱t'e bi nkia ra agosto ra kje̱ya 1595, n'a ra kjä'i mra tjuju ra miguel Hernández, ra me Chiyauhtzinco,
nuya bo̱najmu ya mem'onda ñätsi bi ñäui ra Cihuacóatl Tlacotzin m'estjo bi tjädi:	nuya bonhamu ya mem'onda ñätsi bi ñäui ra Cihuacóatl Tlacotzin m'estjo bi tjädi
ra Tlacatécatl mra me Cuauhtitlan ne ra bktri ra mbot'a ngu bri kjapi ya tsat'yo bi zi.	ra Tlacatécatl mra me Cuauhtitlan ne ra paktri ra mboka'a ngu bri kjapi ya tsat'yo bi zi.
ra doy'e̱ pajni xki njom'i ko ya chalchihuite.	ra doy'e̱ pajni xki njom'i ko ya chalchihuite.
ra mu̱di ra Cuauhtémoc, ra jmu ra bondo, ra nyojo ra tlatsotzin, ra Cihuacóatl ra njñu ra oquiztzin, ra bo̱najmu ja ra nini ra aztsapotzaltso Mexicapan, ra ngojo ra panitzin, ra bo̱najmu nuni ra Ecatepec,	ra mudi ra Cuauhtémoc, ra jmu ra bondo, ra ñojo ra tlatsotzin, ra Cihuacóatl ra ñu ra oquiztzin, ra bonajmu ja ra nini ra aztsapotzaltso Mexicapan, ra ngojo ra panitzin, ra bonajmu nuni ra Ecatepec
ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra tjuju ra Huixtocihuatl	ra mu̱di ra pa mi o̱t'e ra ŋo ra mäkime ra u, ra txuxu ra Huixtocihuatl
ra nge'a bi mu̱ni ko ra mahuai ja ra xu̱tja nu'a to'o bi umbabi ra kji.	ra ngia bi muni ko ra mahui ja ra xutja nu'a to'o bi umbabi ra kji
ra nyojo, bi tjo ra ndä ra Nauhtla, mra tjuju ra Cohualpopocatzin.	ra ñojo, bi tjo ra ndä ra Nauhtla, mra tjuju ra Cohualpopocatzin.
unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi kjapi da ntso̱m'i nuya macehualtin, nkjabu̱ mi tjutuabi ya kjä'i mi b'u̱i te ma za	unga ya ngenda te ra ts'omui mi bu'i ne mi kjapi da ntso'mi nuya macehualtin, nkjabu mi tjutuabi ya kjä'i mi b'u'i te ma za
xib'u̱ bri fádi ge nuya je mi kja nuni ra Cuauhchichilco, ja Xaltocan; ge mi pttsi ya ndá.	xib'u bri fadi ge nuya je mi kya nuni ra Cuauhchichilco, ja Xaltocan; ge mi ptsi ya nda.
xki mbo̱ni nubu̱ ra jyodi ra Cuehuecatitlan,	xki mbøni nubøni ra dyodi ra Cuehuecatitlan,
xki tjete ra ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya je dega dänga ndä bi mu̱di da jäni ra joga ts'ofo ya evangelio,	xki tjete ra istlilxóchitl ne ra ku ra Cohuanacotzin ko ya je dega dänga ndä bi mu̱di da jäni ra joga ts'ofi ya evangelio,
ya dänga ñu̱ni nsafi, ya nsafi, ya mahuai, jangu nu'u̱ gatjo xki tagi mbo ja ra jñe.	ya däŋga ñuni nsahi, ya nsahi, ya mahwai, jangu nu'u gatyo xki tagi mbo ja ra jñe.
bi o̱tuabi nu'a ra makja xki nk'ojni mra tjuju ra alonso ruiz, ge mi y'o nuni juamuxtitan (Huamuxtitlan) nuni ra jyodi guerrero.	bi o̱tuabi nu'a ra makya xki nk'ojni mra tjuju ra alonso ruiz, ge mi y'o nuni juamuxtitan (Huamuxtitlan) nuni ra jyodi guerrero.
di pädi xajño nuna b'e̱fi neje yojo to'o di pädi da mpe̱fi da y'este nuya joga do majye̱gi ya xito, mra tjuju ra ambetz'ihuay.	di pädi xajño nuna b'efi neje yojo to'o di pädi da mpefi da y'este nuya joga do majyegi ya xito, mra tjuyu ra ambec'ihuay.
dra tjoki ra nto̱de, ra ketzal dra b'e̱ nuni Coyohuacan.	dra tjoki ra ndoe, ra ketsal dra b'e nuni Coyohuacan.
e mi r'ani dega xui ra Cihuacóatl g'ea mi zoni ne mı mafi.	e mi r'ani dega xui ra Cihuacóatl g'ea mi zoni ne mı mafi
ebu̱ bi gäi jabu̱ mi to̱ge ebu̱ bi yopa ma ja ra jnini ra Cuetaxtlan,	ebu̱ bi gäi jabu̱ mi to̱xe ebu̱ bi yopa ma ja ra jnini ra Cuetaxtlan,
ge'a ra mu̱di ra tjuju ra Hernando, ra nge'a nkjabu̱ mra tjuju ra takjä ra Cortés neje nkjabu̱ mra tjuju ra ndä Católico ne ra ku ra Cohuanacotzin bi tjutuabi ra Pedro po ra Pedro Alvarado ra nge'a ra takjä,	ge'e ra mu̱di ra txuxu ra Hernando, ra nge'e nkjabu̱ mra txuxu ra takjä ra Cortés neje nkjabu̱ mra txuxu ra ndä Católico ne ra ku ra Cohuanacotzin bi txutuabi ra Pedro po ra Pedro Alvarado ra nge'e ra takjä,
ma n'a mi b'ai nuni teotletso, jabu̱ ra ñ'u̱ pa manjuäntjo pa da zo̱ni nuni ra peñón (Tepetzinco).	ma n'a mi b'ai nuni teotlétso, jabu̱ ra ñ'u̱ pa manjuänto pa da zoni nuni ra peñón
"mi tso̱jo̱ getbu̱ ra fu̱nga t'o̱jo̱, jabu̱ mi tjutuabi ""takjón ra nxu̱ni, nkjabu̱ bi jutuabi ya ndeznä ya b'e̱jnanoya bi pe̱jni ra ts'e̱y'e̱jmu, mi gu̱t'a ra ñ'u ra Tzihuacpopocatzin, bi bo̱nga ja ra ñ'u."	"mi cöjo getbu ra funga t'ojo, jabu mi tcutuabi ""takjón ra nxuni, nkjabu bi jutuabi ya ndeznä ya bejnanoya bi pejni ra tceyemju, mi gut'a ra ñu ra Tzihuacpopocatzin, bi bonga ja ra ñu."
mra ku ra Cacamatzin mra bo̱najmu nuni Tetzcoco mri ñ'oui va kjä'i mi y'o mpaja.	mra ku ra Cacamatzin mra bo̱najmu nuni Tetzcoco mri ñ'ui va kjä'i mi y'o mpaja
n'a ra nto̱de dega chalchihuite, xi m'et'e dega ze̱ka do, neje mi pe̱tsi n'a ra tsant'i de ga k'astabokja.	n'a ra ndoe dega calciuite, xi m'ete dega zeka do, neje mi petsi n'a ra tsanti de ga k'astabokya.
ne nduntji ya ambetz'ihuay ne mar'a joga do mi pe̱tsi ra mu'ui:	ne nduntji ya ambec'ihuai ne mar'a jogi do mi pe̱ci ra mu'ui:
neje n'a ya tje̱stji dega mboťahuaido.	nehe n'a ya tyestxi dega mbotahwaido.
nuna bi o̱t'a ra ntso̱m'i ra nge'a neje nuya ya b'e̱datsi bi tsini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nsofo pa ra ixtlilxóchitl da gu̱ka ya kjä'i ge mi zu ya jyodi, nkjabu̱ mi pe̱jna akjuä da t'o̱t'e.	nuna bi o̱t'a ra ntso̱m'i ra nge'a neje nuya ya b'e̱datsi bi tsini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nsofo pa ra ixtlilxóchitl da gu̱ka ya kjä'i ge mi zu ya jyodi, nkjabu̱ mi pe̱jna akjuä da t'o̱t'e
nuna nt'o̱t'e bi ntjandi xa nts'ogi njabu̱ bri tjutuabi, bi ena ge mra nzu̱te ko ma m'u̱jai ra nzu̱te ne mi tjutsuabi ko ya mpe̱bi dega mabagì, jabu̱ jmä ge n'a di ge'u̱ bi y'e̱nga n'a ra do, ko nge'a bi jyo, nu'u̱ mar'a ya b'e̱go ge mä ge nu'u̱ se̱je̱ ya ñämfo̱ bi jyo bi mu̱tu'a n'a ra mahuai ja ri ngati bi mu̱tuabi n'a ra nzu̱ni.	nuna nt'o̱te bi ntjandi xa nts'ogi njabu̱ bri tjutuabi, bi ena ge mra nzu̱te ko ma m'u̱jai ra nzu̱te ne mi tjutsuabi ko ya mpe̱bi dega mabagi, jabu̱ jma ge n'a di ge'u̱ bi y'enga n'a ra do, ko nge'a bi jyo, nu'u̱ mar'a ya b'ego ge ma ge nu'u̱ seje̱ ya ñamfo̱ bi jyo bi mutu'a n'a ra mahuai ja ri ngati bi mutuabi n'a ra nzu̱ni.
ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra tsortés nuni Coyoacan, nu'u̱ to'o mi pädi yojo ya jñäki ngu'a ra jerónimo aguilar ra malintzin.	ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra tsorés nuni Coyoacan, nu'u̱ to'o mi pädi yojo ya ɲäki ngu'a ra jerónimo aguilar ra malintzin.
t'ena ge ya macehual [ya kjä'i b'u̱i ja ra jyoya]	t'ena ge ya macehual [ya kjä'i b'ui ja ra joya]
"xki tjokuabi nuya jotjo ts'ints'u̱ mra tjuju ra ""tlauhquecho"" ne “tzinitzcan zacuan"","	"xki tjokuabi nuya hotjo ts'ints'u̱ mra tjuju ra ""tlauhquecho"" ne “tzinitzcan zacuan”,"
-¿te be'a gi mä nu'i Cihuacóatl?	-¿te pe'a gi mä nü'i Cihuacóatl?
bi k'ajni ko ya dänga ñuni nzafi ne bi tjetse ko ya makahuai nuya otomi geb'u̱ bi japi bi b'e̱di, bi mä nuyu̱:	bi k'ajni ko ya däŋga ñuni nzafi ne bi tjetse ko ya makahuai nuya otomi geb'u bi japi bi b'edi, bi mä nuyu
da tjuts'i ya nkjot'ijñä ( )	da tjuts'i ya nkjot'ijñe
da umbabije te da zi, da kjapabije nduntji ma zu.	da umbabije te da zi, da kjapabije nduntji ma zu → da umbabihe te da zi, da kjapabihe nduntji ma zu
ebu̱ bi mä nuna b'e̱fi xa tjoki xajño bi kjohya ra ts'e̱y'e̱jmu.	ebu̱ bi mä nuna b'efi xa tjo̱ki xajño bi kjohya ra ts'ey'emju.
"fernando alva ixtlilxóchitl, xiii nkjändajmä ""ra ñ'eje ya ñämfo̱ ne ra mu̱di ra joga ts'ofo ra evangelio."""	"Fernando Alva Ixtlilxóchitl, XIII nkjändajmä ""ra ñ'eje ya ñämpho ne ra mu̱di ra jogi ts'opho ra evangelio."""
ga kjuatiju̱ nu'a juts'i nkjani, ya ts'ojä'i, ra carranza, ge xa o̱t'a ya ts'okuate pa gekagiju̱; ga o̱t'e da nkja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱diju̱ da nkja nu'a ra joga tsu̱tui, da nkja ra jai, ra jñegi ne ra joga ts'u̱tui;	ga kyuatihu nu'a xuts'i nkiani, ya ts'oyä'i, ra carranza, ge xa ota ya ts'okuate pa gekakiju; ga ote da nkia ra tse'di ma munts' ne ñabu ga tsudi da nkia nu'a ra yoha tsutui, da nkia ra jai, ra ñegi ne ra yoha ts'uui;
gatjo ya jyoyakjä'i mi b'u̱i ja ra jnini bi jandi.	OTQ: katjo ya joyakjä'i mi b'ui ja ra jnini bi jandi.
ja bi jäni ra ñ'udi, ma kjä'iju̱ bi ent'i gatjo majye̱gi nuya nzu̱te	ja bi jäni ra ñ'uhi, ma kjä'iju bi ent'i gatyo majyegi nuya nzute
ja n'aa nza̱tjo xudi ra pale berto, bi bo̱ni nda jyonga te nda nzimxidi ngetjo nda zi ya jme jyaxtjo mi u̱xa ya u, ua ngu mi nzäi mi nkajui yá jme nuya chukju̱ xa jogi ja nuya 'bomuja̱i nts'ät'i, nt'o̱kuä;	ja n'aa nzatjo xudi ra pale berto, bi boni nda jyonga te nda nzimxidi ngetjo nda zi ya jme jyaxtjo mi uxa ya u, ua ngu mi nza'i mi nkajui ya jme nuya chukju xa jogi ja nuya 'bomuja'i nts'at'i, nt'okuä;
ja nubia di ndäki, di ndändiñäjmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjaje, ra bartolomé lópez, nub'u̱ mi nkjuäni ma b'e̱jña inbi nkjuäni ja nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen	ja nubia di ndäki, di ndändiñäjmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjaje, ra bartolomé lópez, nub'u̱ mi nkjuäni ma b'e̱jña inbi nkjuäni ja nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen
ja ya t'u̱ka ze̱ki tjuts'i n'a tu̱kitjo nuna tjogi ge bi juxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii nkjondajmä.	ja ya t'uka zeki tc'uts'i n'a tukitjo nuna tcogi ge bi juxa ra Fernando Alva Ixtlilxóchitl, nu'a bets'i ra xiiii nkjontajmä.
jabu̱ ga kju̱he nuyu̱ (ya tenochcas) te gi joniju̱?	jabu̱ ga kjūhe nūyu̱ (ya tenochcas) te gi jōnijū?
jam'u̱ gatjo ya kjuän'ajmä ge nuua xa ze̱ti ri ñ'eje dige'a ya noya ya mu̱dimejai ja ra jñä ya ndeznä, nuna tjuju ri uni inga se̱je̱ ra n'atsanoya pa da fädi ra jñämfo̱, ingi ri me̱udi dige'a ra jmä fu̱oti dige'a nuna ra jñäki ra netzajualtsoyotl. ne ra cuauhtémoc.	jam'u gatyo ya kyuän'ajmä ge nuua xa zeti ri ñ'eje dige'a ya noya ya mudimejai ja ra jñä ya ndeznä, nuna tjuju ri uni inga seje ra n'atsanoya pa da fadi ra jñämfo, ingi ri meudi dige'a ra jmä fuoti dige'a nuna ra jñäki ra netzajualtsoyotl, ne ra cuauhtémoc.
mi jneki ngu ma kjä'iju̱ ngabu̱ mri jneki.	mi ɟneki ŋu ma kjä'iju ŋabu mri ɟneki
nduntji bri kjojya, bri tjuxpabi gatjo nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:	nduntji bri kjojya, bri tjuxpabi gatjo nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu
ngu mra me̱ti, nu'a r'a hyodi, jabu mi y'o, n'a ngu n'a mi kjohya mi mfe̱m'a xinxi xi mi kjohya ya ndäte, mi tjede n'a ngu n'a mi jñu̱fi ne mi fe̱m'a ya xinxi: xi mi b'u̱i mpaja.	ngu mra meti, nu'a r'a jodi, jabu mi yo, n'a ngu n'a mi kjohya mi mfem'a xinxi xi mi kjohya ya ndate, mi tjede n'a ngu n'a mi jnufi ne mi fem'a ya xinxi: xi mi bui mpaja.
nkjabu̱ ri ñ'eje ya kje̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagiju̱ ja ma mfeniju̱, ga pe̱tsi nugagiju̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o majye̱gigiju̱, ma kjiju̱, ya ku̱ju̱.	nkjabu̱ ri ñ'ehe ya kje̱ya inda m'edi, inda mpumfri, ga nzai ga petsi nugagiju̱ ja ma mfeniju̱, ga petsi nugagiju̱, ra batsi dige'u̱, ya be̱to, ya ntsaniku, ya mbanga be̱to ne to'o dra ñ'epu̱, to'o majyegigiju̱, ma kjiju̱, ya ku̱ju̱.
nu xä otj'u̱, ma gä ñ'kjäju̱	nu xä otju, ma ga ñkajju
nuga̱ xi di ne'i, jindi pädi jankja...	OTQ: nuga̱ xi di ne'hi, jindi pädi jankya...
num'u̱ di kjojyaju̱, nkueju̱, nts'o̱miju̱, tsuju ne pa da t'o̱xkäju̱ di jojñu̱ nu ya nt'u̱i xi di 'yooju̱ (¡!). nuya da nt'ot'i ko ra dänt'ot'í	num'u di kjojyaju, nkueju, nts'omiju, tsuju ne pa da t'oxkaju di jojñu nu ya nt'ui xi di 'yooju (¡!). nuya da nt'ot'i ko ra dant'ot'i
nuna bi kjojya ja ra mabagi,	OTQ: nuna bi kjoja ja ra mabagi,
nuya jñu o gojoya pa bi b'u̱i nubu̱ bi xitsuabi ra kjäpadeje nduntji ya kjä'i, ngu xa t'ena.	nuya ǵnu o gojya pa bi b'ui nubu bi xitsuaʼbi ra kjäpadeje nduntji ya kjä'i, ngu xa t'ena.
nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi kju̱ts'i pa mañä, xi mi päjä gatjo mi jandi mi nest'iji: mi tu̱ta ya kjijni	nuya tsatio mi bet'o, mi gut'a ra ñu, mi teni, ya xinu mi kjuts'i pa manä, xi mi pajä gatxo mi jandi mi nest'iji: mi tuta ya kijni
pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagije, ¿jankja, nuua, ra jyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱jña]?	pe, nu'i ndada nu'i ma t'ek'ei ra maksa, nub'u nu'i ingi tsugatsije, ¿yankja, nuua, ra tyo di ge'a, ga tsogi nubu [nu'a ma b'ejña]?
r'a ya kjä'i mi b'u̱i ja ra ngumi kja nunu ja ra jnini ri mankjuäntjo pa da tsoni nubu̱ ra amáxac,	r'a ya kjä'i mi b'u̱i ja ra ngumi kja nunu ja ra jnini ri mankjuäntjo pa da tsoni nubu̱ ra amáxac
ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatjo to'o da guat'a ja ma jyoje, nu'u̱ to'o da ne, da me̱tsi n'a ra joga m'u̱i ne da m'u̱i mankjuäntjä. ja nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega joga kjä'i ne dega jogat'o̱t'antujni	ra ngä'a di o̱t'a nuna noya ra ts'ü̱tui ne gatyo to'o da guat'a ja ma jyoye, nu'u̱ to'o da ne, da me̱tsi n'a ra joya m'ü̱i ne da m'ü̱i mankjäntjä. ja nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega joya kjä'i ne dega joyat'o̱t'antuni
ra ngejna nuna pa bi ma n'a ra ñ'u mankjuäntjo.	ra ngëjna nuna pa bi ma n'a ra ñ'u mäkjuntjo
ra njñu ne ra ngästsi ra b'ist'ofo di juts'iju̱ ja nuna ze̱ki b'ist'ofo, ri ñ'eje ra vii nkjondajmä ra chimalpain,	ra njñu ne ra ngätsi ra b'ist'ofo di juts'iju̱ ja nuna ze̱ki b'ist'ofo, ri ñ'eje ra vii nkjondajmä ra tsimalpain,
ra ntjädi ra cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱jo̱kjä'i,	ra ntjädi ra kuitlahuakatzin bi ena ge ina da o̱t'e nuya bi be̱pabi ya nso̱jo̱kjä'i,
ra nyojo nu'a mi zu ra tepoztlan; ra njñu ra me tizatlan, ra nkjojo mi ñ'eje nuni huehuetlan ne ra nku̱ta mra dänga mictlan.	ra ñojo nu'a mi zu ra tepoztlan; ra ñjñu ra me tizatlan, ra nkjojo mi ñ'eje nuni huehuetlan ne ra nku̱ta mra dänga mictlan.
ri ñ'udi xajño nubia jankja beni ya metlaxcala bi do̱m'i mpaja nuya nso̱jo̱ kjä'i.	ri ñudi xajño nubia jankja beni ya metlaxcala bi do̱m'i mpaja nuya nso̱jo̱ kjä'i
t'ena ge inbi unga mfädi pa gatjo ya kjä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'eje dra jmu ja ma jaije, da ja me̱ti nu'a di pe̱tsije neje dra kjakagije ga mpe̱fije ra jai ge bi umbabi o bi jänbabi ya joga jai ya n'añ'o jnini.	t'ena ge inbi unga mfädi pa gatyo ya kjä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'eje dra jmu ja ma jaije, da ja me̱ti nu'a di pe̱tsihe neje dra kjakagihe ga mpe̱fihe ra jai ge bi umbabi o bi jänbabi ya joga jai ya n'añ'o jnini.
xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, jo̱nse̱je̱ mi taxka n'a ja ra bo̱jai. ya y'ofadi mi kju̱t'atjo.	OTQ: xi mi taxki ra ɲ'u, imbi tsa da r'anga n'a, jonseje mi taxka n'a ja ra boɲai. ya y'ofadi mi kjut'atjo.
ya dänga mfu̱nga bo̱kjä bi ntjo, bi kot'i ko ya majkjuai, mi zu̱m'i neje ko ya t'e̱nga ts'u̱t'abo̱kja.	ya däŋga mfu̱ŋa bokjä bi ndjo, bi kodi ko ya majkjua, mi zum'i nehe ko ya t'äŋga ts'ut'abokja.
ya r'atsanoya ra sajagún mi mä jankja mi yopa tsini. ya ndeznä bi nkoji inda ñ'udi. mi jatatjo pa bi mu̱di ra ntujni	ya r'atsanoya ra saxagún mi mä jankja mi yopa tsini. ya ndeznä bi nkoji inda ñ'udi. mi jatatjo pa bi mu̱di ra ntuxni
ya zi b'e̱jña mi ägi ja ya b'a ne ja ya ngo̱de, nuya ñ'o̱jo̱ mbo ja ya ne, ja ya nkjom'ajudi.	ya zi b'e̱jña mi ägi ja ya b'a ne ja ya ngo̱de, nuya ñ'o̱jo̱ mbo ja ya ne, ja ya nkjom'ajudi
bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hkjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go min pu̱n doja 'na.	bi boxro xi 'bēts'ina, bido'u ro 'yuni 'na, xi bi box ro hkua 'na, bido'u ro ts'ii 'na, xi boxro ts'äre 'na. ge'bu go min pun doja 'na.
bi ma mankjuäntjo jabu̱ mi b'u̱i ra ts'e̱y'e̱jmu bi xipabi;	bi ma mankjua̱nto jabu̱ mi b'u̱i ra tse̱je̱mju bi xipabi;
bri kjuajni po nuya dra jmu.	OTQ: bri kjuni po nuya dra jmu
di to̱m'ihe ra ñ'etji pa nugagije, n'a ra pa ngu ma n'a ra pa tjogi nekagije di juadije ra nge'a indi tse̱tije nuna b'u̱i t'o̱t'e ko ngekagije man'año ya ntjo, t'e̱nts'igije tji ma jaije ma me̱tije, ju̱kagije ga mpe̱fije nduntji, b'e̱kagije ga jut'ije xduntji ya bokja, n'a ngu n'a ra pa nuna nkjut'i di o̱t'eje man'a te ma tjaije di tuje.	di tom'ije ra ñejti pa nugagije, n'a ra pa ngu ma n'a ra pa tjogi nekagije di juadije ra nge'a indi tset'ije nuna b'ui t'ote ko ngekagije man'anyo ya ntjo, tents'igije tji ma jaije ma met'ije, jukagije ga mpef'ije nduntji, bekagije ga jut'ije xduntji ya bokja, n'a ngu n'a ra pa nuna nkjut'i di oteje man'a te ma tjaije di tuje.
gatjo nuna jai ja nuna r'ayo ximjai nkjabu̱ bi tjutuabi nuya nso̱jo̱jä'i inbi tsa bi tjutuabi man'a ra tjuju.	OTQ: katjo nuna hai ja nuna r'ayo ximhai nkjabu̱ bi tcutuabi nuya nso̱jo̱jä'i inbi tsa bi tcutuabi mana ra tcuju.
ja mi tso nde, bi mu̱di bi nkja n'a ra jneki ngu nkjagiju̱ dega kjä'i, bi t'ot'e ra b'ai ngu dega kjä'i,	ja mi tso nde, bi mu̱di bi nkya n'a ra jneki ngu nkjagiju̱ dega kya'i, bi t'ot'e ra b'ai ngu dega kya'i,
ma bo̱najmu'ije: nuna b'e̱fi ga tsokagije sta kjuatihe gatjo: gi nuti nuua, xa jño bo̱najmu.	ma bonaxmu'ije: nuna befi ga tsokaxiye sta kjuatehe gatyo: gi nute nuua, xa jño bonaxmu.
mi mä dega ts'e̱dira jñä tso̱pu da ts'o̱jo̱bu nuya nzo̱jo̱kjä'i ga jandiju̱ te ma ts'e̱di pe̱tsi, ra nge'a ma akjuä ra quetzalcohuatl b'u̱i nuua ko ngekagiju̱,	mi mä dega ts'edirá jñä tso̱pu da ts'o̱jbu nuya nzo̱jkjä'i ga jandiju̱ te ma ts'edi pe̱tsi, ra nge'a ma akjua ra ketsalcoatl b'ui nuua ko ngekagiju̱,
ne ya nt'u̱i, jankja di tjuts'i ya nt'ofo, nkjap'u̱ neje mä 'ra ya mpeu̱i da fats'i di nt'ot'i ra jñäjñu	ne ya nt'ui, jankja di tjuts'i ya nt'ofu, nkjap'u neje mä 'ra ya mpeui da fats'i di nt'ot'i ra jñäjñu
nub'u̱ nu'i ingi kjapi da bo̱nga nu'a ra makja ja nu'a ra jnini, ¿jankja ra yotui, ga tso̱gi nubu̱ ma b'e̱jña? o̱t'a r'ato ya kje̱ya bi mu̱di [ra makja ra bartolomé lópez]	nub'u nu'i ingi kjapi da bo̱nga nu'a ra maksa ja nu'a ra jnini, ¿jankja ra yotui, ga tso̱gi nubu ma b'e̱jña? o̱t'a r'ato ya kje̱ya bi mu̱di [ra maksa ra bartolomé lópez]
pa ga b'u̱i mpaja ne ga o̱t'e n'a ra nkjondajmä gatjo nu'a ga jandi.	pa ga b'ui mpaja ne ga ote n'a ra nkondajmä gatyo nu'a ga jandi.
r'a nuna mi ntjandi ngu nu'a ma tjänkjuaju̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ja ya ngo̱,	r'a nuna mi ntjandi ngu nu'a ma cäŋkjuaju̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ja ya ŋo̱,
