INALI	OTS
nehege'a ra ngätsi. mi hä ya mpe̱fi dega mabagi,ya njom'a te ne ya fu̱nbo̱ja, inte ma mahuai mi hä ni ge'a ya bu'bai.	nehege'a ra ngätsi. mi hä ya mpe̱fi dega mabagi, ya njom'a te ne ya fu̱nbo̱ja, inte ma mahuai mi hä ni ge'a ya bu'bai
njabu̱ bi bo̱nga dega xui. mra ngo nub'u̱ ra Tecuílhuitl bi bo̱nga: nub'u̱ bi ja ya du ha ra r'ani ra dehe ya u̱erna.	OTS: njabu bi bonga dega xui. mra ngo nub'u ra Tecuílhuitl bi bonga: nub'u bi ja ya du ha ra r'ani ra dehe ya uerna.
nub'u̱ bi thandi ra Tzihuacpopoca, bi t'ena:	nub'u bi thandi ra Tzihuacpopoca, bi t'ena
nub'u̱ ya ñämfo̱ bi handi ge xa ñ'ehe nubu̱ da tsu̱di, ge mi tekuabi ra nest'ihi, m'estho bi munts'i bi mihi ya mahuai.	nub'u ya ñämfo bi handi ge xa ñ'ehe nubu da tsu̱di, ge mi tekuabi ra nest'ihi, m'estho bi munts'i bi mihi ya mahuai
nuna jä'i inbi tsa bi thädi majuäni nu'a ra nt'ani. ingra nge'a nuya pa bi hneki n'a ra hyoya jä'i ra macehual (hombre de pueblo),	nuna jä'i inbi tsa bi thädi majuäni nu'a ra nt'ani. ingra nge'a nuya pa bi hneki n'a ra hyoya jä'i ra masehual (hombre de pueblo),
nuna nte̱nga b'ede ha bri hat'i ra Tzihuacpopocatzin, bi o̱t'e da thogi ge'a ra ts'e̱y'e̱hmu. inbi bo̱nga nuna nt'o̱t'e bi tsu̱dihu̱ ko ma r'a ya b'e̱hni. ma ra ya ñ'ete inbi hopi da ju̱ man'aki ra ñ'u nuya ts'okate. pe nuya inbi hoki ra b'ai.	nuna ntenga b'ede ha bri hat'i ra Tzihuacpopocatzin, bi ote da thogi ge'a ra tseyemhu. inbi bonga nuna nto'te bi tsudihu ko ma ra ya beni. ma ra ya ñ'ete inbi hopi da ju man'aki ra ñ'u nuya ts'okate. pe nuya inbi hoki ra b'ai.
nuua di udihe ra hñäpi bi nto̱t'e bi nja ra agosto ra je̱ya 1595, n'a ra jä'i mra thuhu ra miguel hernández, ra me Chiyauhtzinco,	nuua di udihe ra hñäpi bi nto̱t'e bi nja ra agosto ra je̱ya 1595, n'a ra jä'i mra thuhu ra miguel hernández, ra me Chiyauhtzinco
nuya bo̱nahmu ya mem'onda ñätsi bi ñäui ra Cihuacóatl Tlacotzin m'estho bi thädi:	nuya bo̱nahmu ya mem'onda ñätsi bi ñäui ra Cihuacóatl Tlacotzin m'estho bi thädi
ra Tlacatécatl mra me Cuauhtitlan ne ra bktri ra mbot'a ngu bri japi ya tsat'yo bi zi.	ra Tlakatékatl mra me Kwahtitlan ne ra bktri ra mbota ngu bri japi ya tsat'yo bi zi.
ra doy'e̱ pahni xki njom'i ko ya chalchihuite.	ra doy'e pahni xki njomi ko ya chalchihuite
ra mu̱di ra Cuauhtémoc, ra hmu ra bondo, ra nyoho ra Tlacotzin, ra Cihuacóatl ra nhñu ra oquiztzin, ra bo̱nahmu ha ra nini ra Azcapotzalco Mexicapan, ra ngoho ra panitzin, ra bo̱nahmu nuni ra Ecatepec,	ra mũdi ra Cuauhtémoc, ra hmu ra bondo, ra ñoho ra Tlacotzin, ra Cihuacóatl ra ñu ra oquiztzin, ra bõnahmu ha ra nini ra Azcapotzalco Mexicapan, ra ngoho ra panitzin, ra bõnahmu nuni ra Ecatepec
ra mu̱di ra pa mi o̱t'e ra ngo ra mäkime ra u, ra thuhu ra Huixtocihuatl	ra mu̱di ra pa mi o̱t'e ra ngo ra mákime ra u, ra t'uhu ra Huixtocihuatl
ra nge'a bi mu̱ni ko ra mahuai ha ra xu̱tha nu'a to'o bi umbabi ra ji.	ra ngi'a bi mu̱ni ko ra mahwai ha ra xu̱ta nu'a to'o bi umbabi ra ji.
ra nyoho, bi tho ra ndä ra Nauhtla, mra thuhu ra Cohualpopocatzin.	ra ñoho, bi tho ra ndä ra Nawhtla, mra thu'u ra Kowalpopokatsin.
unga ya ngue̱nda te ra ts'omu̱i mi bu̱'i ne mi japi da ntso̱m'i nuya macehualtin, njabu̱ mi thutuabi ya jä'i mi b'u̱i te ma za	unga ya ngwe̱nda te ra tso̱mu̱i mi bu̱'i ne mi japi da ntso̱m'i nuya macehualtin, njabu̱ mi thutuabi ya jä'i mi b'u̱i te ma za
xib'u̱ bri fádi ge nuya he mi ja nuni ra Cuauhchichilco, ha Xaltocan; ge mi pttsi ya ndá.	OTS: xibu bri fadi ge nuya he mi ja nuni ra Cuauhchichilco, ha Xaltocan; ge mi pttsi ya nda.
xki mbo̱ni nubu̱ ra hyodi ra Cuehuecatitlan,	xki mboni nubü ra hyodi ra Cuehuecatitlan
xki thete ra ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya he dega dänga ndä bi mu̱di da häni ra hoga ts'ofo ya evangelio,	xki thete ra ixtlilxóchitl ne ra ku ra Cohuanacotzin ko ya he dega dänga ndä bi mu̱di da häni ra hoga ts'ofo ya evangelio
ya dänga ñu̱ni nsafi, ya nsafi, ya mahuai, hangu nu'u̱ gatho xki tagi mbo ha ra hñe.	ya dangá ñuni nsáfi, ya nsáfi, ya máhuai, hangu nu'u gátho xki tági mbo ha ra hñe.
bi o̱tuabi nu'a ra makja xki nk'ohni mra thuhu ra alonso ruiz, ge mi y'o nuni huamuxtitan (Huamuxtitlan) nuni ra hyodi guerrero.	bi o̱tuabi nu'a ra makya xki nk'ohi mra tuhu ra alonso ruiz, ge mi y'o nuni huamuxtitan (Huamuxtitlan) nuni ra hyodi guerrero
di pädi xahño nuna b'e̱fi nehe yoho to'o di pädi da mpe̱fi da y'este nuya hoga do mahye̱gi ya xito, mra thuhu ra ambetz'ihuay.	di pädi xahño nuna b'efi nehe yoho to'o di pädi da mpefi da y'este nuya hoga do mahyegi ya xito, mra thuhu ra ambetz'ihuay
dra thoki ra nto̱de, ra ketzal dra b'e̱ nuni Coyohuacan.	dra thoki ra ndo̱de, ra ketsal dra b'e̱ nuni Coyohuacan
e mi r'ani dega xui ra Cihuacóatl g'ea mi zoni ne mı mafi.	e mi r'ani dega xui ra Cihuacóatl g'ea mi zoni ne mı mafi
ebu̱ bi gäi habu̱ mi to̱ge ebu̱ bi yopa ma ha ra hnini ra Cuetaxtlan,	ebu bi gäi habu mi toge ebu bi yopa ma ha ra hnini ra Kuetaxtlan
ge'a ra mu̱di ra thuhu ra Hernando, ra nge'a njabu̱ mra thuhu ra takjä ra Cortés nehe njabu̱ mra thuhu ra ndä católico ne ra ku ra Cohuanacotzin bi thutuabi ra pedro po ra Pedro Alvarado ra nge'a ra takjä,	ge'a ra mu̱di ra t'u̱hu ra Hernando, ra nge'a njabu̱ mra t'u̱hu ra tajä ra Cortés nehe njabu̱ mra t'u̱hu ra ndä católico ne ra ku ra Cohuanacotzin bi t'u̱t'abi ra pedro po ra Pedro Alvarado ra nge'a ra tajä
ma n'a mi b'ai nuni teotletso, habu̱ ra ñ'u̱ pa manjuäntho pa da zo̱ni nuni ra peñón (Tepetzinco).	ma n'a mi b'ai nuni teotlezo, habu ra ñ'u pa manjuanto pa da zoni nuni ra peñón
"mi tso̱ho̱ getbu̱ ra fu̱nga t'o̱ho̱, habu̱ mi thutuabi ""tajón ra nxu̱ni, njabu̱ bi hutuabi ya ndeznä ya b'e̱hnanoya bi pe̱hni ra ts'e̱y'e̱hmu, mi gu̱t'a ra ñ'u ra Tzihuacpopocatzin, bi bo̱nga ha ra ñ'u."	"mi tso̱ho̱ getbu̱ ra fu̱nga t'o̱ho̱, habu̱ mi thutuabi ""tajón ra nxu̱ni, njabu̱ bi hutuabi ya ndeznä ya b'e̱hnanoya bi pe̱hni ra ts'e̱y'e̱hmu, mi gu̱t'a ra ñ'u ra Tzihuacpopocatzin, bi bo̱nga ha ra ñ'u"
mra ku ra Cacamatzin mra bo̱nahmu nuni Tetzcoco mri ñ'oui va jä'i mi y'o mpaha.	mra ku ra Cacamatzin mra bo̱nahmu nuni Tetzcoco mri ñ'oi va jä'i mi y'o mpaha.
n'a ra nto̱de dega chalchihuite, xi m'et'e dega ze̱ka do, nehe mi pe̱tsi n'a ra tsant'i de ga k'astaboja.	n'a ra ntode dega chalchihuite, xi m'ete dega zeka do, nehe mi petsi n'a ra tsanti de ga k'astaboja
ne ndunthi ya ambetz'ihuay ne mar'a hoga do mi pe̱tsi ra mu'ui:	ne ndunthi ya ambetz'ihuay ne mar'a hoga do mi pe̱tsi ra mu'ui
nehe n'a ya the̱sthi dega mboťahuaido.	nehe n'a ya thesti dega mbodahuaido.
nuna bi o̱t'a ra ntso̱m'i ra nge'a nehe nuya ya b'e̱datsi bi tsini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nsofo pa ra ixtlilxóchitl da gu̱ka ya jä'i ge mi zu ya hyodi, njabu̱ mi pe̱hna ajuä da t'o̱t'e.	nuna bi o̱t'a ra ntso̱m'i ra nge'a nehe nuya ya b'e̱datsi bi tsini ko ra Cortés ne ra Cohuanacotzin ne ra ixtlilxóchitl xki nsofo pa ra ixtlilxóchitl da gu̱ka ya jä'i ge mi zu ya hyodi, njabu̱ mi pe̱hna ajuä da t'o̱t'e
nuna nt'o̱t'e bi nthandi xa nts'ogi njabu̱ bri thutuabi, bi ena ge mra nzu̱te ko ma m'u̱hai ra nzu̱te ne mi thutsuabi ko ya mpe̱bi dega mabagì, habu̱ hmä ge n'a di ge'u̱ bi y'e̱nga n'a ra do, ko nge'a bi hyo, nu'u̱ mar'a ya b'e̱go ge mä ge nu'u̱ se̱he̱ ya ñämfo̱ bi hyo bi mu̱tu'a n'a ra mahuai ha ri ngati bi mu̱tuabi n'a ra nzu̱ni.	nuna nt'ot'e bi nthandi xa nts'ogi njabu bri thutuabi, bi ena ge mra nzu̱te ko ma m'u̱hai ra nzu̱te ne mi thutsuabi ko ya mpe̱bi dega mabagi, habu̱ hma ge n'a di ge'u̱ bi ye̱nga n'a ra do, ko nge'a bi hyo, nu'u̱ mar'a ya be̱go ge ma ge nu'u̱ se̱he̱ ya ñamfo̱ bi hyo bi mutu'a n'a ra mahuai ha ri ngati bi mutuabi n'a ra nzuni.
ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra Cortés nuni Coyoacan, nu'u̱ to'o mi pädi yoho ya hñäki ngu'a ra jerónimo aguilar ra malintzin.	ra Cuauhtémoc, Tlacotzin, ra Cihuacóatl, Oquiztzin, Panitzin, Motelhuihtzin; nuna bi sofo ra Cortés nuni Coyoacan, nu'u̱ to'o mi pädi yoho ya hñäki ngu'a ra jerónimo aguilar ra malintzin
t'ena ge ya macehual [ya jä'i b'u̱i ha ra hyoya]	t'ena ge ya macehual [ya jä'i b'ui ha ra hyoya]
"xki thokuabi nuya hotho ts'ints'u̱ mra thuhu ra ""tlauhquecho"" ne “tzinitzcan zacuan"","	"xki thokwa̱bi nuya hotho ts'ints'u̱ mra thuhu ra ""tlauhquecho"" ne “tzinitzcan zacuan”"
-¿te be'a gi mä nu'i Cihuacóatl?	-¿te pe'a gi mä nu'i Cihuacóatl?
bi k'ahni ko ya dänga ñuni nzafi ne bi thetse ko ya makahuai nuya otomi geb'u̱ bi japi bi b'e̱di, bi mä nuyu̱:	OTS: bi k'ahni ko ya dangga ñuni nzafi ne bi thetse ko ya makahuai nuya otomi geb'u bi japi bi b'edi, bi ma nuyu
da thuts'i ya njot'ihñä ( )	da tuts'i ya njot'ihñä
da umbabihe te da zi, da japabihe ndunthi ma zu.	da umbabihe te da zi, da japabihe ndunthi ma zu
ebu̱ bi mä nuna b'e̱fi xa thoki xahño bi johya ra ts'e̱y'e̱hmu.	ebu bi ma nuna befi xa thoki xahño bi johya ra tsehmu
"fernando alva ixtlilxóchitl, xiii njändahmä ""ra ñ'ehe ya ñämfo̱ ne ra mu̱di ra hoga ts'ofo ra evangelio."""	"OTS: fernando alva ixtlilxóchitl, xiii njändahmä ""ra ñ'ehe ya ñämfo ne ra mu̱di ra hoga ts'ofo ra evangelio."""
ga juatihu̱ nu'a huts'i njani, ya ts'ojä'i, ra carranza, ge xa o̱t'a ya ts'okuate pa gekagihu̱; ga o̱t'e da nja ra ts'e̱di ma munts' ne njabu̱ ga tsu̱dihu̱ da nja nu'a ra hoga tsu̱tui, da nja ra hai, ra hñegi ne ra hoga ts'u̱tui;	ga juatihu nu'a huts'i njani, ya ts'ojä'i, ra carranza, ge xa o̱t'a ya ts'okuate pa gekagihu; ga o̱t'e da nja ra ts'e̱di ma munts' ne njabu ga tsu̱dihu da nja nu'a ra hoga tsu̱tui, da nja ra hai, ra hñegi ne ra hoga ts'u̱tui
gatho ya hyoyajä'i mi b'u̱i ha ra hnini bi handi.	gatho ya hyoyajä'i mi b'ui ha ra hnini bi handi
ha bi häni ra ñ'udi, ma jä'ihu̱ bi ent'i gatho mahye̱gi nuya nzu̱te	ha bi hani ra ñudi, ma jaihu bi enti gatho mahyegi nuya nzute
ha n'aa nza̱tho xudi ra pale berto, bi bo̱ni nda hyonga te nda nzimxidi ngetho nda zi ya hme hyaxtho mi u̱xa ya u, ua ngu mi nzäi mi nkahui yá hme nuya chuju̱ xa hogi ha nuya 'bomuha̱i nts'ät'i, nt'o̱kuä;	ha naa nzatho xudi ra pale berto, bi boni nda hyonga te nda nzimxidi ngetho nda zi ya hme hyaxtho mi uxa ya u, ua ngu mi nza̱i mi nkahui ya hme nuya chuju̱ xa hogi ha nuya 'bomuha̱i nts'ät'i, nt'o̱kuä
ha nubia di ndäki, di ndändiñähmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjahe, ra bartolomé lópez, nub'u̱ mi njuäni ma b'e̱hña inbi njuäni ha nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen	ha nubia di ndäki, di ndändiñähmu, di ma ga ts'u̱tsa'i ri y'e, ga ndäne'i ra nge'a nu'a'i ma makjahe, ra bartolomé lópez, nub'u̱ mi njuäni ma b'e̱hña inbi njuäni ha nubu̱ mi xaxi pa da o̱t'a ya tso̱mfen
ha ya t'u̱ka ze̱ki thuts'i n'a tu̱kitho nuna thogi ge bi huxa ra fernando alva ixtlilxóchitl, nu'a b'e̱tsi ra xiiii njondahmä.	ha ya t'uka zeki thuts'i n'a tukitho nuna thogi ge bi huxa ra fernando alva ixtlilxóchitl, nu'a bets'i ra xiiii njondahmä.
habu̱ ga ju̱he nuyu̱ (ya tenochcas) te gi honihu̱?	habu ga juhe nuyu (ya tenochcas) te gi honihu
ham'u̱ gatho ya juän'ahmä ge nuua xa ze̱ti ri ñ'ehe dige'a ya noya ya mu̱dimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga se̱he̱ ra n'atsanoya pa da fädi ra hñämfo̱, ingi ri me̱udi dige'a ra hmä fu̱oti dige'a nuna ra hñäki ra netzahualcoyotl. ne ra cuauhtémoc.	ham'u gatho ya juän'ahmä ge nuua xa zeti ri ñ'ehe dige'a ya noya ya mudimehai ha ra hñä ya ndeznä, nuna thuhu ri uni inga sehe ra n'atsanoya pa da fädi ra hñämfo, ingi ri meudi dige'a ra hmä fuoti dige'a nuna ra hñäki ra netzahualcoyotl. ne ra cuauhtémoc.
mi hneki ngu ma jä'ihu̱ ngabu̱ mri hneki.	mi hneki ngu ma jahi ngabu mri hneki
ndunthi bri johya, bri thuxpabi gatho nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu:	ndunthi bri johya, bri thuxpabi gatho nu'a mi o̱t'abi ra b'edi, ko nge'u̱ bi m'u̱i ne mi t'umbabi ya t'ixu
ngu mra me̱ti, nu'a r'a hyodi, habu mi y'o, n'a ngu n'a mi johya mi mfe̱m'a xinxi xi mi johya ya ndäte, mi thede n'a ngu n'a mi hñu̱fi ne mi fe̱m'a ya xinxi: xi mi b'u̱i mpaha.	ngu mra me̱ti, nu'a r'a hyodi, habu mi y'o, n'a ngu n'a mi johya mi mfe̱m'a xinxi xi mi johya ya ndäte, mi thede n'a ngu n'a mi hñu̱fi ne mi fe̱m'a ya xinxi: xi mi b'u̱i mpaha
njabu̱ ri ñ'ehe ya je̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagihu̱ ha ma mfenihu̱, ga pe̱tsi nugagihu̱, ra bätsi dige'u̱, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu̱, to'o mahye̱gigihu̱, ma jihu̱, ya ku̱hu̱.	njabu ri ñ'ehe ya je̱ya inda m'e̱di, inda mpumfri, ga nzäi ga pe̱tsi nugagihu ha ma mfenihu, ga pe̱tsi nugagihu, ra bätsi dige'u, ya b'e̱to, ya ntsaniku, ya mbänga b'e̱to ne to'o dra ñ'epu, to'o mahye̱gigihu, ma jihu, ya ku̱hu.
nu xä oth'u̱, ma gä ñ'jähu̱	nu xa othu, ma ga njahu
nuga̱ xi di ne'i, hindi pädi hanja...	nuga̱ xi di ne'i, hindi pädi hanja...
num'u̱ di johyahu̱, nkuehu̱, nts'o̱mihu̱, tsuhu ne pa da t'o̱xkähu̱ di hohñu̱ nu ya nt'u̱i xi di 'yoohu̱ (¡!). nuya da nt'ot'i ko ra dänt'ot'í	OTS: num'u di johyahu, nkuehu, nts'omihu, tsuhu ne pa da t'oxkahu di hohñu nu ya nt'ui xi di 'yoohu (¡!). nuya da nt'ot'i ko ra dänt'ot'i
nuna bi johya ha ra mabagi,	nuna bi johya ha ra mabagi
nuya hñu o gohoya pa bi b'u̱i nubu̱ bi xitsuabi ra jäpadehe ndunthi ya jä'i, ngu xa t'ena.	nuya hñu o gohoya pa bi b'ui nubu bi xitsuabi ra jäpadehe ndunthi ya jä'i, ngu xa t'ena
nuya tsat'io mi b'et'o, mi gu̱t'a ra ñ'u, mi teni, ya xiñu mi ju̱ts'i pa mañä, xi mi pähä gatho mi handi mi nest'ihi: mi tu̱ta ya jihni	nuya tsatío mi betó, mi gutá ra ñu, mi teni, ya xiñu mi jutsí pa maña, xi mi pahá gatho mi handi mi nestihi: mi tutá ya jihni
pe, nu'i ndada nu'i ma t'ek'ei ra makja, nub'u̱ nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nubu̱ [nu'a ma b'e̱hña]?	pe, nu'i ndada nu'i ma t'ek'ei ra makya, nub'u nu'i ingi zugagihe, ¿hanja, nuua, ra hyo di ge'a, ga tsogi nub'u [nu'a ma b'ehña]?
r'a ya jä'i mi b'u̱i ha ra ngumi ja nunu ha ra hnini ri manjuäntho pa da tsoni nubu̱ ra amáxac,	r'a ya jä'i mi b'u̱i ha ra ngumi ja nunu ha ra hnini ri manjuäntho pa da tsoni nubu̱ ra amáxac
ra nge'a di o̱t'a nuna noya ra ts'u̱tui ne gatho to'o da guat'a ha ma hyohe, nu'u̱ to'o da ne, da me̱tsi n'a ra hoga m'u̱i ne da m'u̱i manjuänthä. ha nubu̱ xa mabu̱ ma noya ge di pe̱tsi ra tsa, dega hoga jä'i ne dega hogat'o̱t'antuhni	ra ngä'a di o̱t'a nuna noya ra ts'ütüi ne gatho to'o da guat'a ha ma hyohe, nu'u̱ to'o da ne, da me̱tsi n'a ra hoga m'ütüi ne da m'ütüi manjuänthä. ha nubü̱ xa mabü̱ ma noya ge di pe̱tsi ra tsa, dega hoga jä'i ne dega hogat'o̱t'antuhni
ra ngehna nuna pa bi ma n'a ra ñ'u manjuäntho.	ra ngexna nuna pa bi ma n'a ra ñ'u manjuäntho
ra nhñu ne ra ngästsi ra b'ist'ofo di huts'ihu̱ ha nuna ze̱ki b'ist'ofo, ri ñ'ehe ra vii njondahmä ra chimalpain,	ra nhñu ne ra ngätsi ra b'ist'ofo di huts'ihu ha nuna zeki b'ist'ofo, ri ñ'ehe ra vii njondahmä ra chimapain
ra nthädi ra cuitlahuacatzin bi ena ge ina da o̱t'e nuya bi b'e̱pabi ya nso̱ho̱jä'i,	ra ndädi ra kuitlahuakatzin bi ena ge ina da o̱t'e nuya bi b'epabi ya nso̱ho̱jä'i
ra nyoho nu'a mi zu ra tepoztlan; ra nhñu ra me tizatlan, ra njoho mi ñ'ehe nuni huehuetlan ne ra nku̱ta mra dänga mictlan.	ra ñoño nu'a mi zu ra tepoztlan; ra ñhñu ra me tizatlan, ra ñoño mi ñ'ehe nuni huehuetlan ne ra nku̱ta mra dänga mictlan
ri ñ'udi xahño nubia hanja beni ya metlaxcala bi do̱m'i mpaha nuya nso̱ho̱ jä'i.	ri ñ'udi xahño nubia hanja beni ya Metlaxcala bi do̱m'i mpaha nuya nso̱ho̱ jä'i.
t'ena ge inbi unga mfädi pa gatho ya jä'i mi ñ'oui, ge nuna ndada ra marqués da ñ'ehe dra hmu ha ma haihe, da ja me̱ti nu'a di pe̱tsihe nehe dra jakagihe ga mpe̱fihe ra hai ge bi umbabi o bi hänbabi ya hoga hai ya n'añ'o hnini.	t'ena ge inbi unga mfädi pa gatho ya jä'i mi ñ'oui, ge nuna ndada ra markés da ñ'ehe dra hmu ha ma haihe, da ja me̱ti nu'a di pe̱tsihe nehe dra jakagihe ga mpe̱fihe ra hai ge bi umbabi o bi hänbabi ya hoga hai ya n'añ'o hnini.
xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, ho̱nse̱he̱ mi taxka n'a ha ra bo̱hai. ya y'ofadi mi ju̱t'atho.	OTS: xi mi taxki ra ñ'u, imbi tsa da r'anga n'a, honshehe mi taxka n'a ha ra bohai. ya y'ofadi mi jut'atho.
ya dänga mfu̱nga bo̱jä bi ntho, bi kot'i ko ya mahjuai, mi zu̱m'i nehe ko ya t'e̱nga ts'u̱t'abo̱ja.	ya dangá mfúngá bojä bi ntho, bi kot'i ko ya majwai, mi zum'i nehe ko ya t'engá ts'ut'abojä.
ya r'atsanoya ra sahagún mi mä hanja mi yopa tsini. ya ndeznä bi nkohi inda ñ'udi. mi hatatho pa bi mu̱di ra ntuhni	ya r'atsanoya ra sahagún mi mä hanja mi yopa tsini. ya ndeznä bi nkohi inda ñ'udi. mi hatatho pa bi mu̱di ra ntuhni
ya zi b'e̱hña mi ägi ha ya b'a ne ha ya ngo̱de, nuya ñ'o̱ho̱ mbo ha ya ne, ha ya njom'ahudi.	ya zi b'ehña mi ägi ha ya b'a ne ha ya ngode, nuya ñ'oho mbo ha ya ne, ha ya njom'ahudi
bi boxro xi 'be̱ts'ina, bido'u̱ ro 'yu̱ni 'na, xi bi bo̱x ro hjua 'na, bido'u̱ ro ts'ii 'na, xi bo̱xro ts'äre 'na. ge'bu̱ go min pu̱n doja 'na.	bi boxro xi bets'ina, bido'u ro yuni na, xi bi box ro hua na, bido'u ro ts'ii na, xi boxro ts'äre na. gebu go min pun doja na.
bi ma manjuäntho habu̱ mi b'u̱i ra ts'e̱y'e̱hmu bi xipabi;	bi ma manjuantho habu mi b'ui ra tse'ehmu bi xipabi
bri juahni po nuya dra hmu.	bri juahni po nuya dra hmú
di to̱m'ihe ra ñ'ethi pa nugagihe, n'a ra pa ngu ma n'a ra pa thogi nekagihe di huadihe ra nge'a indi tse̱tihe nuna b'u̱i t'o̱t'e ko ngekagihe man'año ya ntho, t'e̱nts'igihe thi ma haihe ma me̱tihe, ju̱kagihe ga mpe̱fihe ndunthi, b'e̱kagihe ga jut'ihe xdunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o̱t'ehe man'a te ma thaihe di tuhe.	di tom'ih ra ñ'ethi pa nugagih, n'a ra pa ngu ma n'a ra pa thogih nekagih di huadih ra ng'a indi tsetih nuna b'ui t'ot'e ko ng'ekagih man'anyo ya ntho, t'ents'igih thi ma haih ma metih, jukagih ga mpefih ndunthi, b'ekagih ga jut'ih x'dunthi ya boja, n'a ngu n'a ra pa nuna njut'i di o't'eh man'a te ma thaih di tuh.
gatho nuna hai ha nuna r'ayo ximhai njabu̱ bi thutuabi nuya nso̱ho̱jä'i inbi tsa bi thutuabi man'a ra thuhu.	gatho nuna hai ha nuna r'ayo ximhai njabu bi thutuabi nuya nso̱ho̱jä'i inbi tsa bi thutuabi man'a ra thuhu
ha mi tso nde, bi mu̱di bi nja n'a ra hneki ngu njagihu̱ dega jä'i, bi t'ot'e ra b'ai ngu dega jä'i,	ha mi tso nde, bi mu̱di bi nja n'a ra hneki ngu njagihu̱ dega jä'i, bi t'ot'e ra b'ai ngu dega jä'i
ma bo̱nahmu'ihe: nuna b'e̱fi ga tsokagihe sta juatihe gatho: gi nuti nuua, xa hño bo̱nahmu.	ma bōnahmu'ihe: nuna b'ēfi ga tsōkagihe sta juatihe gathō: gi nuti nuua, xa hño bōnahmu.
mi mä dega ts'e̱dira hñä tso̱pu da ts'o̱ho̱bu nuya nzo̱ho̱jä'i ga handihu̱ te ma ts'e̱di pe̱tsi, ra nge'a ma ajuä ra quetzalcohuatl b'u̱i nuua ko ngekagihu̱,	mi má de ga ts'edirá ñä tso'pu da ts'oho'bu nuya ñzo'ho'jä'i ga handihu te ma ts'edi pe'tsi, ra nge'a ma ajua ra quetzalcohuatl b'u'i nuua ko ngekagihu
ne ya nt'u̱i, hanja di thuts'i ya nt'ofo, njap'u̱ nehe mä 'ra ya mpeu̱i da fats'i di nt'ot'i ra hñähñu	ne ya nt'üi, hanja di tuts'i ya nt'ofö, njap'ü nehe mä 'ra ya mpeüi da fats'i di nt'ot'i ra hñähñu
nub'u̱ nu'i ingi japi da bo̱nga nu'a ra makja ha nu'a ra hnini, ¿hanja ra yotui, ga tso̱gi nubu̱ ma b'e̱hña? o̱t'a r'ato ya je̱ya bi mu̱di [ra makja ra bartolomé lópez]	nub'u nu'i ingi japi da bo̱nga nu'a ra makja ha nu'a ra hnini, ¿hanja ra yotui, ga tso̱gi nubu ma b'e̱hña? o̱t'a r'ato ya je̱ya bi mu̱di [ra makja ra bartolomé lópez]
pa ga b'u̱i mpaha ne ga o̱t'e n'a ra njondahmä gatho nu'a ga handi.	pa ga b'ui mpaha ne ga ote n'a ra njondahmä gatho nu'a ga handi
r'a nuna mi nthandi ngu nu'a ma thänjuahu̱ (ychtlilmatli), xi mra nts'o, mi kuet'e ha ya ngo̱,	r'a nuna mi nthandi ngu nu'a ma thänjuahu (ychtlilmatli), xi mra nts'o, mi kuet'e ha ya ngo
xa zägi mpaha, nub'u̱ xa njabu̱ xa japabi ma zu ne inte xa t'o̱tuabi nub'u̱ inda japi xa po̱ho̱ bi ya kue̱ ra nge'a ya jä'i xi mra no̱t'e ne mra hyotejä'i,	xa zägi mpaha, nub'u xa njabu xa japabi ma zu ne inte xa t'otabi nub'u inda japi xa poxo bi ya kue ra nge'a ya jä'i xi mra no't'e ne mra hyotejä'i
y'o, ri ma ne gi xipabihu̱ ya metlaxcala ge ma r'a ya me̱ti jä'i ne ri ajuähu̱, ge nu'a ga mä ge xa ehe nuua ma haihu̱, ge di umbabihe ma nthädihe.	y'o, ri ma ne gi xipabihu ya metlaxcala ge ma r'a ya me̱ti jä'i ne ri ajuähu, ge nu'a ga mä ge xa ehe nuua ma haihu, ge di umbabihe ma nthädihe
¿te da o̱t'e ma jä'ihu̱ sta b'e̱dihu̱?	¿te da o̱t'e ma jä'ihu̱ sta b'edihu̱
-da ts'iua:... ri ñ'ehe ge'a ma njueih'u̱. da o̱t'ehe ya ñ'o̱te ko ya he̱m'i, ya ñ'o̱t'ehe ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.	-da ts'iua:... ri ñ'ehe ge'a ma njueih'u̱. da o̱t'ehe ya ñ'o̱te ko ya hem'i, ya ñ'o̱t'ehe ko ya ntuts'i. da o̱ts'e̱ ra b'e̱na noya.
